"peak_id","gene_short_name","distance"
"chr14_59525836_59526138","Cab39l",0
"chr14_59532629_59533471","Cab39l",0
"chr14_59535864_59536067","Cab39l",0
"chr14_59543988_59544264","Cab39l",0
"chr14_59546009_59546604","Cab39l",0
"chr14_59550846_59551226","Cab39l",1942
"chr14_59551469_59552668","Cab39l",2565
"chr14_59555943_59556429","Cdadc1",4466
"chr14_59569167_59569654","Cdadc1",0
"chr14_59590653_59590878","Cdadc1",0
"chr14_59596807_59598339","Cdadc1",0
"chr14_59604017_59604317","Cdadc1",6180
"chr14_59605712_59605987","Cdadc1",7875
"chr14_59624784_59626445","Shisa2",0
"chr14_59633366_59633728","Shisa2",1707
"chr14_59643315_59644070","Atp8a2",3460
"chr14_59674209_59674926","Atp8a2",0
"chr14_59675448_59675650","Atp8a2",0
"chr14_59692166_59692574","Atp8a2",0
"chr14_59696793_59697459","Atp8a2",0
"chr14_59706579_59707060","Atp8a2",0
"chr14_59736943_59737372","Atp8a2",0
"chr14_59743383_59743762","Atp8a2",0
"chr14_59745840_59746332","Atp8a2",0
"chr14_59759226_59759576","Atp8a2",0
"chr14_59762145_59762477","Atp8a2",0
"chr14_59765614_59767237","Atp8a2",0
"chr14_59769659_59769873","Atp8a2",0
"chr14_59771265_59771650","Atp8a2",0
"chr14_59780041_59780698","Atp8a2",0
"chr14_59780838_59781280","Atp8a2",0
"chr14_59805325_59807200","Atp8a2",0
"chr14_59807638_59808121","Atp8a2",0
"chr14_59819617_59820768","Atp8a2",0
"chr14_59824129_59824428","Atp8a2",0
"chr14_59824561_59824851","Atp8a2",0
"chr14_59826153_59826386","Atp8a2",0
"chr14_59827077_59827696","Atp8a2",0
"chr14_59839890_59840700","Atp8a2",0
"chr14_59887339_59887774","Atp8a2",0
"chr14_59900034_59900304","Atp8a2",0
"chr14_59911009_59911423","Atp8a2",0
"chr14_59919619_59920704","Atp8a2",0
"chr14_59933298_59933672","Atp8a2",0
"chr14_59936546_59937514","Atp8a2",0
"chr14_59942126_59942511","Atp8a2",0
"chr14_59942898_59943559","Atp8a2",0
"chr14_59954285_59954641","Atp8a2",0
"chr14_59959700_59961021","Atp8a2",0
"chr14_59966942_59967337","Atp8a2",0
"chr14_59969800_59970023","Atp8a2",0
"chr14_60009736_60010009","Atp8a2",0
"chr14_60015795_60016248","Atp8a2",0
"chr14_60026360_60027082","Atp8a2",0
"chr14_60030576_60031097","Atp8a2",0
"chr14_60041828_60042327","Atp8a2",0
"chr14_60072362_60072952","Atp8a2",0
"chr14_60078410_60079255","Atp8a2",0
"chr14_60079435_60080071","Atp8a2",0
"chr14_60085988_60087583","Atp8a2",0
"chr14_60098872_60099283","Atp8a2",0
"chr14_60099442_60099925","Atp8a2",0
"chr14_60102842_60103041","Atp8a2",0
"chr14_60103388_60103615","Atp8a2",0
"chr14_60121503_60122068","Atp8a2",0
"chr14_60134613_60135247","Atp8a2",0
"chr14_60151785_60152214","Atp8a2",0
"chr14_60162087_60162504","Atp8a2",0
"chr14_60170930_60171178","Atp8a2",0
"chr14_60172208_60172560","Atp8a2",0
"chr14_60176535_60178042","Atp8a2",0
"chr14_60178677_60178879","Atp8a2",0
"chr14_60186682_60187299","Atp8a2",0
"chr14_60188144_60188737","Atp8a2",0
"chr14_60189659_60190130","Atp8a2",0
"chr14_60201879_60202698","Atp8a2",4699
"chr14_60209198_60209518","Nupl1",9685
"chr14_60209770_60210038","Nupl1",9165
"chr14_60211889_60212535","Nupl1",6668
"chr14_60215888_60216714","Nupl1",2489
"chr14_60250345_60252291","Nupl1",0
"chr14_60264717_60265792","Mtmr6",0
"chr14_60271574_60271920","Mtmr6",0
"chr14_60286253_60286752","Mtmr6",0
"chr14_60369760_60370185","Amer2",8100
"chr14_60377467_60379375","Amer2",0
"chr14_60485116_60486259","Gm29266",0
"chr14_60486400_60486843","Gm29266",0
"chr14_60506371_60506583","Gm29266",0
"chr14_60513651_60513850","Gm29266",0
"chr14_60515188_60515609","Gm29266",0
"chr14_60525320_60525586","Gm29266",0
"chr14_60527917_60528241","Gm29266",0
"chr14_60529013_60529581","Gm29266",0
"chr14_60529726_60530192","Gm29266",0
"chr14_60539079_60539313","Gm29266",0
"chr14_60542638_60543119","Gm29266",0
"chr14_60544375_60545193","Gm29266",0
"chr14_60554091_60555014","Gm29266",0
"chr14_60569797_60570034","Gm29266",0
"chr14_60592145_60593285","Gm29266",0
"chr14_60597635_60599262","Gm29266",0
"chr14_60605676_60606566","Gm29266",6644
"chr14_60629837_60630335","Spata13",3665
"chr14_60633983_60635267","Spata13",0
"chr14_60636060_60636845","Spata13",0
"chr14_60643584_60643784","Spata13",0
"chr14_60645619_60646670","Spata13",0
"chr14_60655437_60656424","Spata13",0
"chr14_60662966_60663742","Spata13",0
"chr14_60676833_60677397","Spata13",0
"chr14_60682168_60682940","Spata13",0
"chr14_60685790_60686362","Spata13",0
"chr14_60688593_60689110","Spata13",0
"chr14_60694171_60694856","Spata13",0
"chr14_60697173_60697650","Spata13",0
"chr14_60699669_60700150","Spata13",0
"chr14_60702775_60703113","Spata13",0
"chr14_60703382_60703661","Spata13",0
"chr14_60704605_60705308","Spata13",0
"chr14_60721445_60721757","Spata13",0
"chr14_60726046_60726441","Spata13",0
"chr14_60726937_60727552","Spata13",0
"chr14_60732791_60733143","Spata13",0
"chr14_60736490_60737177","Spata13",0
"chr14_60738395_60738815","Spata13",0
"chr14_60741540_60741966","Spata13",0
"chr14_60744735_60745924","Spata13",0
"chr14_60762357_60762621","Spata13",0
"chr14_60764770_60765341","Spata13",213
"chr14_60770835_60771452","C1qtnf9",0
"chr14_60783239_60783508","Mipep",1057
"chr14_60784162_60785120","Mipep",0
"chr14_60790147_60790427","Mipep",0
"chr14_60799825_60800029","Mipep",0
"chr14_60813810_60814428","Mipep",0
"chr14_60814876_60815512","Mipep",0
"chr14_60838227_60838625","Mipep",0
"chr14_60852570_60853045","Mipep",0
"chr14_60857316_60857587","Mipep",0
"chr14_60857741_60858357","Mipep",0
"chr14_60889530_60890239","Mipep",0
"chr14_60904566_60904782","Mipep",955
"chr14_60908449_60908859","Mipep",4838
"chr14_60910588_60911135","Mipep",6977
"chr14_60912949_60913462","Mipep",9338
"chr14_60980334_60981019","Tnfrsf19",0
"chr14_60992964_60993887","Tnfrsf19",0
"chr14_60999908_61000733","Tnfrsf19",0
"chr14_61012209_61012887","Tnfrsf19",0
"chr14_61017969_61018342","Tnfrsf19",0
"chr14_61030405_61030637","Tnfrsf19",0
"chr14_61037300_61038223","Tnfrsf19",0
"chr14_61042182_61042584","Tnfrsf19",0
"chr14_61045826_61046749","Tnfrsf19",0
"chr14_61056588_61057682","Tnfrsf19",9732
"chr14_61138392_61138736","Sacs",0
"chr14_61143206_61144186","Sacs",0
"chr14_61155832_61156096","Sacs",0
"chr14_61161499_61161822","Sacs",0
"chr14_61172317_61173594","Sacs",0
"chr14_61238702_61239144","Sgcg",0
"chr14_61302360_61302907","Arl11",6845
"chr14_61312141_61312832","Arl11",204
"chr14_61316686_61317211","Arl11",4749
"chr14_61318922_61319451","Arl11",6985
"chr14_61331014_61331563","Ebpl",8199
"chr14_61339000_61339912","Ebpl",0
"chr14_61354617_61355119","Ebpl",0
"chr14_61359917_61360905","Ebpl",0
"chr14_61363266_61363527","Kpna3",1658
"chr14_61372795_61373006","Kpna3",0
"chr14_61427170_61427506","Kpna3",0
"chr14_61438642_61438874","Kpna3",0
"chr14_61439105_61440407","Kpna3",0
"chr14_61447461_61448309","Kpna3",7513
"chr14_61556016_61557367","Spryd7",0
"chr14_61558906_61559161","Spryd7",2019
"chr14_61559876_61560474","Spryd7",2989
"chr14_61599163_61599819","Trim13",0
"chr14_61601318_61601719","Trim13",0
"chr14_61603129_61603396","Trim13",0
"chr14_61612978_61613736","Dleu2",0
"chr14_61614101_61614385","Dleu2",0
"chr14_61620148_61620655","Dleu2",0
"chr14_61637770_61638009","Dleu2",0
"chr14_61642629_61642964","Dleu2",0
"chr14_61647610_61649450","Dleu2",0
"chr14_61660866_61661105","Dleu2",0
"chr14_61661587_61661958","Dleu2",0
"chr14_61671628_61672440","Dleu2",0
"chr14_61680728_61683066","Dleu2",0
"chr14_61686779_61687275","Dleu2",4405
"chr14_61690779_61691105","Dleu2",8405
"chr14_62288778_62289025","Dleu7",0
"chr14_62292355_62293078","Dleu7",0
"chr14_62295556_62295949","Rnaseh2b",0
"chr14_62317096_62317424","Rnaseh2b",0
"chr14_62322605_62323246","Rnaseh2b",0
"chr14_62325998_62326336","Rnaseh2b",0
"chr14_62331481_62332719","Rnaseh2b",0
"chr14_62333908_62334113","Rnaseh2b",0
"chr14_62342329_62342774","Rnaseh2b",0
"chr14_62361243_62361967","Rnaseh2b",0
"chr14_62370463_62371198","Rnaseh2b",0
"chr14_62389537_62390314","Gucy1b2",2361
"chr14_62393568_62394149","Gucy1b2",0
"chr14_62424870_62425753","Gucy1b2",0
"chr14_62443477_62443960","Gucy1b2",0
"chr14_62455999_62456676","Gucy1b2",0
"chr14_62457115_62457798","Gucy1b2",825
"chr14_62485429_62485795","Gm4131",4537
"chr14_62554970_62556285","Fam124a",0
"chr14_62561969_62562174","Fam124a",0
"chr14_62570040_62570239","Fam124a",0
"chr14_62609655_62610426","Fam124a",1168
"chr14_62657524_62657756","Serpine3",5910
"chr14_62665032_62665288","Serpine3",0
"chr14_62697083_62697389","Ints6",0
"chr14_62730413_62730656","Ints6",0
"chr14_62759600_62761986","Ints6",0
"chr14_62774893_62775429","4931440J10Rik",0
"chr14_62782814_62783089","4931440J10Rik",0
"chr14_62784386_62784958","4931440J10Rik",0
"chr14_62787281_62787781","4931440J10Rik",0
"chr14_62797992_62799064","4931440J10Rik",0
"chr14_62808694_62809435","4931440J10Rik",0
"chr14_62812598_62813105","4931440J10Rik",0
"chr14_62824915_62826146","4931440J10Rik",0
"chr14_62829115_62829422","4931440J10Rik",0
"chr14_62833690_62834106","Gm26536",2801
"chr14_62836861_62838259","Wdfy2",0
"chr14_62845064_62845775","Wdfy2",0
"chr14_62852890_62853089","Wdfy2",0
"chr14_62855151_62855350","Wdfy2",0
"chr14_62864379_62864578","Wdfy2",0
"chr14_62865142_62865566","Wdfy2",0
"chr14_62868190_62868630","Wdfy2",0
"chr14_62871837_62872299","Wdfy2",0
"chr14_62877926_62878418","Wdfy2",0
"chr14_62879225_62879868","Wdfy2",0
"chr14_62879997_62880676","Wdfy2",0
"chr14_62884267_62884502","Wdfy2",0
"chr14_62885035_62885412","Wdfy2",0
"chr14_62890891_62891131","Wdfy2",0
"chr14_62891445_62891686","Wdfy2",0
"chr14_62892456_62893230","Wdfy2",0
"chr14_62923965_62924385","Wdfy2",0
"chr14_62927764_62928912","Wdfy2",0
"chr14_62940415_62940721","Wdfy2",0
"chr14_62957328_62957877","Wdfy2",441
"chr14_62965408_62965695","Wdfy2",8521
"chr14_62965922_62966433","Wdfy2",9035
"chr14_62974949_62975360","Defb48",2163
"chr14_63014647_63015066","Defb43",0
"chr14_63050482_63051033","Defb42",0
"chr14_63054466_63055208","Defb42",0
"chr14_63060210_63060454","Defb42",2060
"chr14_63066498_63067149","Defb42",8348
"chr14_63111494_63112522","Ctsb",9939
"chr14_63117551_63117820","Ctsb",4641
"chr14_63122132_63124095","Ctsb",0
"chr14_63129030_63129324","Ctsb",0
"chr14_63130711_63130934","Ctsb",0
"chr14_63131663_63132719","Ctsb",0
"chr14_63134834_63135192","Ctsb",0
"chr14_63135366_63135577","Ctsb",0
"chr14_63146175_63146582","Fdft1",0
"chr14_63147042_63147362","Fdft1",0
"chr14_63150065_63150674","Fdft1",0
"chr14_63157529_63157787","Fdft1",0
"chr14_63158046_63159070","Fdft1",0
"chr14_63163850_63165216","Fdft1",0
"chr14_63172472_63172767","Fdft1",0
"chr14_63177443_63178464","Fdft1",0
"chr14_63180632_63181196","Neil2",1246
"chr14_63185850_63186096","Neil2",0
"chr14_63193045_63194201","Neil2",0
"chr14_63195077_63195641","Neil2",1535
"chr14_63195809_63196038","Neil2",2267
"chr14_63206630_63207373","Gata4",0
"chr14_63208742_63209023","Gata4",0
"chr14_63209837_63210218","Gata4",0
"chr14_63214647_63215131","Gata4",0
"chr14_63222037_63223098","Gata4",0
"chr14_63227617_63228054","Gata4",0
"chr14_63240312_63241035","Gata4",0
"chr14_63245040_63245867","Gata4",0
"chr14_63255506_63256251","Gata4",0
"chr14_63264361_63264570","Gata4",0
"chr14_63268174_63268430","Gata4",0
"chr14_63372143_63372841","Blk",0
"chr14_63381494_63382183","Blk",0
"chr14_63408964_63409521","Blk",0
"chr14_63412869_63413230","Blk",0
"chr14_63422474_63423061","Blk",5286
"chr14_63427237_63427951","Fam167a",8442
"chr14_63429742_63429967","Fam167a",6426
"chr14_63432541_63432957","Fam167a",3436
"chr14_63435787_63436618","Fam167a",0
"chr14_63437794_63438219","Fam167a",0
"chr14_63440630_63441136","Fam167a",0
"chr14_63442794_63443172","Fam167a",0
"chr14_63446690_63446891","Fam167a",0
"chr14_63447689_63448969","Fam167a",0
"chr14_63450962_63451593","Fam167a",0
"chr14_63460591_63461276","Fam167a",0
"chr14_63463713_63463919","Fam167a",0
"chr14_63467336_63468035","Fam167a",1837
"chr14_63470632_63471354","Fam167a",5133
"chr14_63488615_63488842","Tdh",3504
"chr14_63493500_63493910","Tdh",0
"chr14_63508546_63508864","Tdh",0
"chr14_63534806_63535254","Mtmr9",0
"chr14_63543264_63544351","Mtmr9",0
"chr14_63605805_63608825","Xkr6",0
"chr14_63629681_63630118","Xkr6",0
"chr14_63633672_63634039","Xkr6",0
"chr14_63681503_63681825","Xkr6",0
"chr14_63687210_63687440","Xkr6",0
"chr14_63691457_63691802","Xkr6",0
"chr14_63692080_63692546","Xkr6",0
"chr14_63692676_63693431","Xkr6",0
"chr14_63712674_63712988","Xkr6",0
"chr14_63714330_63714973","Xkr6",0
"chr14_63715135_63715605","Xkr6",0
"chr14_63737730_63738018","Xkr6",0
"chr14_63741237_63741641","Xkr6",0
"chr14_63743203_63744468","Xkr6",0
"chr14_63747893_63748190","Xkr6",0
"chr14_63757509_63758086","Xkr6",0
"chr14_63759804_63760071","Xkr6",0
"chr14_63777371_63778317","Xkr6",0
"chr14_63779581_63779917","Xkr6",0
"chr14_63786882_63787107","Xkr6",0
"chr14_63794336_63795510","Xkr6",0
"chr14_63803016_63804319","Xkr6",0
"chr14_63859545_63861042","Pinx1",0
"chr14_63869688_63869993","Pinx1",0
"chr14_63872934_63873190","Pinx1",0
"chr14_63891698_63892105","Pinx1",0
"chr14_63899420_63899797","Pinx1",0
"chr14_63908370_63908874","Pinx1",0
"chr14_63925624_63925884","Pinx1",5764
"chr14_63940734_63941057","Sox7",2616
"chr14_63943023_63944018","Sox7",0
"chr14_63957739_63958039","Sox7",7006
"chr14_63962520_63963057","4930578I06Rik",8064
"chr14_63968407_63969186","4930578I06Rik",1935
"chr14_63982395_63983532","4930578I06Rik",0
"chr14_64006322_64006522","Rp1l1",0
"chr14_64027592_64027872","Rp1l1",0
"chr14_64069762_64070223","Prss55",5214
"chr14_64070501_64071105","Prss55",4332
"chr14_64076276_64076963","Prss55",0
"chr14_64078929_64079350","Prss55",0
"chr14_64096990_64097218","Prss51",0
"chr14_64118525_64118831","Msra",3791
"chr14_64125459_64126315","Msra",0
"chr14_64128102_64128336","Msra",0
"chr14_64141980_64142196","Msra",0
"chr14_64145981_64146618","Msra",0
"chr14_64152951_64153543","Msra",0
"chr14_64155927_64156589","Msra",0
"chr14_64160921_64161884","Msra",0
"chr14_64165902_64166838","Msra",0
"chr14_64199298_64200370","Msra",0
"chr14_64201834_64202130","Msra",0
"chr14_64235854_64236104","Msra",0
"chr14_64265220_64265944","Msra",0
"chr14_64270084_64270694","Msra",0
"chr14_64308423_64308648","Msra",0
"chr14_64309457_64310248","Msra",0
"chr14_64310380_64311087","Msra",0
"chr14_64334918_64335216","Msra",0
"chr14_64349624_64350455","Msra",0
"chr14_64367809_64368621","Msra",0
"chr14_64373457_64373713","Msra",0
"chr14_64377775_64378381","Msra",0
"chr14_64392613_64392831","Msra",0
"chr14_64403807_64404530","Msra",0
"chr14_64408252_64408803","Msra",0
"chr14_64413847_64414530","Msra",0
"chr14_64417795_64418221","Msra",0
"chr14_64428779_64429388","Msra",0
"chr14_64433593_64434415","Msra",0
"chr14_64439928_64441167","Msra",0
"chr14_64444311_64444636","Msra",0
"chr14_64453804_64454130","Msra",0
"chr14_64586963_64587535","A930011O12Rik",0
"chr14_64589444_64590146","A930011O12Rik",0
"chr14_64652083_64653263","Kif13b",0
"chr14_64654363_64654616","Kif13b",0
"chr14_64656823_64657105","Kif13b",0
"chr14_64657730_64657946","Kif13b",0
"chr14_64659769_64660364","Kif13b",0
"chr14_64663946_64664279","Kif13b",0
"chr14_64665602_64666187","Kif13b",0
"chr14_64666467_64667039","Kif13b",0
"chr14_64669182_64669441","Kif13b",0
"chr14_64678135_64678357","Kif13b",0
"chr14_64686809_64687127","Kif13b",0
"chr14_64688742_64689398","Kif13b",0
"chr14_64689945_64690437","Kif13b",0
"chr14_64704243_64704474","Kif13b",0
"chr14_64717646_64718598","Kif13b",0
"chr14_64726828_64727137","Kif13b",0
"chr14_64731704_64732447","Kif13b",0
"chr14_64740751_64740950","Kif13b",0
"chr14_64743975_64744405","Kif13b",0
"chr14_64752599_64752995","Kif13b",0
"chr14_64757954_64758878","Kif13b",0
"chr14_64764860_64765059","Kif13b",0
"chr14_64789592_64790428","Kif13b",0
"chr14_64798943_64800478","Kif13b",0
"chr14_64800893_64801314","Kif13b",0
"chr14_64807204_64807917","Kif13b",907
"chr14_64814639_64815001","Hmbox1",0
"chr14_64819925_64820965","Hmbox1",0
"chr14_64849899_64850529","Hmbox1",0
"chr14_64865076_64865847","Hmbox1",0
"chr14_64866549_64867882","Hmbox1",0
"chr14_64876452_64876725","Hmbox1",0
"chr14_64878837_64879045","Hmbox1",0
"chr14_64879825_64880297","Hmbox1",0
"chr14_64884618_64885244","Hmbox1",0
"chr14_64915622_64916179","Hmbox1",0
"chr14_64948974_64950811","Ints9",0
"chr14_64956607_64956822","Ints9",0
"chr14_64959564_64959935","Ints9",0
"chr14_64962483_64962996","Ints9",0
"chr14_64963525_64963890","Ints9",0
"chr14_64965985_64966201","Ints9",0
"chr14_64967614_64968387","Ints9",0
"chr14_64972594_64972934","Ints9",0
"chr14_64979724_64980019","Ints9",0
"chr14_64997307_64997739","Ints9",0
"chr14_64998553_64998779","Ints9",0
"chr14_65001062_65001356","Ints9",0
"chr14_65007513_65007818","Ints9",0
"chr14_65012808_65013328","Ints9",0
"chr14_65023884_65024221","Ints9",0
"chr14_65026204_65026479","Ints9",0
"chr14_65029632_65030526","Ints9",0
"chr14_65031889_65032348","Ints9",0
"chr14_65058716_65059173","Extl3",0
"chr14_65068932_65069656","Extl3",0
"chr14_65070922_65071162","Extl3",0
"chr14_65074623_65074955","Extl3",0
"chr14_65080214_65080993","Extl3",0
"chr14_65088270_65088902","Extl3",0
"chr14_65097109_65098438","Extl3",0
"chr14_65105237_65106301","Extl3",7130
"chr14_65106543_65106870","Extl3",8436
"chr14_65203120_65203671","Fzd3",0
"chr14_65261645_65262907","Fzd3",0
"chr14_65266107_65266800","Fbxo16",0
"chr14_65269708_65269940","Fbxo16",0
"chr14_65273160_65273412","Fbxo16",0
"chr14_65298754_65300153","Fbxo16",0
"chr14_65326206_65326955","Fbxo16",4704
"chr14_65327945_65328199","Fbxo16",6443
"chr14_65331171_65332356","Fbxo16",9669
"chr14_65357638_65359547","Zfp395",0
"chr14_65359724_65360130","Zfp395",0
"chr14_65366397_65367017","Zfp395",0
"chr14_65368716_65369138","Zfp395",0
"chr14_65374540_65375976","Zfp395",0
"chr14_65376447_65376882","Zfp395",0
"chr14_65380484_65380788","Zfp395",0
"chr14_65380965_65381876","Zfp395",0
"chr14_65383114_65383346","Zfp395",0
"chr14_65387693_65389157","Zfp395",0
"chr14_65389519_65389974","Zfp395",0
"chr14_65394169_65394495","Zfp395",0
"chr14_65403884_65404601","Pnoc",0
"chr14_65410838_65411288","Pnoc",0
"chr14_65416547_65417159","Pnoc",0
"chr14_65423426_65423738","Pnoc",0
"chr14_65424716_65425321","Pnoc",0
"chr14_65528263_65528514","Elp3",1931
"chr14_65534273_65534970","Elp3",0
"chr14_65539553_65540445","Elp3",0
"chr14_65572729_65573077","Elp3",0
"chr14_65574601_65575287","Elp3",0
"chr14_65582088_65582420","Elp3",0
"chr14_65592467_65593715","Elp3",0
"chr14_65618056_65618588","Nuggc",0
"chr14_65622121_65622547","Nuggc",0
"chr14_65637055_65637388","Nuggc",0
"chr14_65666135_65666511","Scara5",0
"chr14_65675289_65676396","Scara5",0
"chr14_65694873_65695269","Scara5",0
"chr14_65697754_65698000","Scara5",0
"chr14_65699955_65700399","Scara5",0
"chr14_65735884_65736444","Scara5",0
"chr14_65741692_65742131","Scara5",0
"chr14_65742242_65743096","Scara5",0
"chr14_65744275_65744563","Scara5",0
"chr14_65761665_65762504","Scara5",0
"chr14_65805351_65806597","Pbk",0
"chr14_65832933_65833195","Esco2",0
"chr14_65833369_65834240","Esco2",0
"chr14_65836947_65838066","Ccdc25",0
"chr14_65845305_65845544","Ccdc25",0
"chr14_65849116_65849510","Ccdc25",0
"chr14_65850992_65851546","Ccdc25",0
"chr14_65855207_65855654","Ccdc25",0
"chr14_65859186_65859686","Ccdc25",0
"chr14_65867091_65867809","Ccdc25",486
"chr14_65871455_65871690","Ccdc25",4850
"chr14_65874064_65874279","Ccdc25",7459
"chr14_65874401_65875602","Ccdc25",7796
"chr14_65915824_65916419","Scara3",2975
"chr14_65924295_65924635","Scara3",0
"chr14_65925690_65926059","Scara3",0
"chr14_65937712_65938109","Scara3",0
"chr14_65942658_65943636","Scara3",0
"chr14_65943853_65944082","Scara3",0
"chr14_65950963_65951303","Scara3",0
"chr14_65952925_65954152","Scara3",0
"chr14_65968021_65969172","Clu",0
"chr14_65970180_65970901","Clu",0
"chr14_65981781_65982462","Clu",232
"chr14_65987757_65988287","Gulo",0
"chr14_66008734_66009484","Gulo",0
"chr14_66019042_66019818","Adam2",7510
"chr14_66021675_66021874","Adam2",5454
"chr14_66027710_66028497","Adam2",0
"chr14_66090635_66091698","Ephx2",0
"chr14_66101207_66101453","Ephx2",0
"chr14_66123855_66124754","Ephx2",0
"chr14_66134034_66135034","Chrna2",5925
"chr14_66147214_66147941","Chrna2",0
"chr14_66154695_66155148","Ptk2b",0
"chr14_66175554_66176015","Ptk2b",0
"chr14_66182568_66182997","Ptk2b",0
"chr14_66189075_66189500","Ptk2b",0
"chr14_66190071_66191015","Ptk2b",0
"chr14_66199391_66200376","Ptk2b",0
"chr14_66223496_66224003","Ptk2b",0
"chr14_66224730_66225465","Ptk2b",0
"chr14_66228809_66229329","Ptk2b",0
"chr14_66234456_66235949","Ptk2b",0
"chr14_66241441_66241646","Ptk2b",0
"chr14_66242142_66243115","Ptk2b",0
"chr14_66244235_66244671","Ptk2b",0
"chr14_66257180_66258086","Ptk2b",0
"chr14_66258794_66259226","Ptk2b",0
"chr14_66260239_66260817","Ptk2b",0
"chr14_66266459_66266993","Ptk2b",0
"chr14_66273727_66274007","Ptk2b",0
"chr14_66279073_66281222","Ptk2b",0
"chr14_66282527_66282908","Ptk2b",1474
"chr14_66296480_66297734","Trim35",0
"chr14_66302817_66303444","Trim35",0
"chr14_66307151_66307350","Trim35",0
"chr14_66319679_66320031","Trim35",8254
"chr14_66320976_66321413","Trim35",9551
"chr14_66340441_66341084","Stmn4",3211
"chr14_66341287_66341514","Stmn4",2781
"chr14_66341792_66342247","Stmn4",2048
"chr14_66343993_66344412","Stmn4",0
"chr14_66348098_66348780","Stmn4",0
"chr14_66348985_66349297","Stmn4",0
"chr14_66358687_66359771","Stmn4",0
"chr14_66360165_66360387","Stmn4",0
"chr14_66365303_66365534","Stmn4",3622
"chr14_66635183_66635382","Adra1a",0
"chr14_66636054_66636476","Adra1a",0
"chr14_66636704_66636944","Adra1a",0
"chr14_66660317_66660676","Adra1a",0
"chr14_66672197_66672939","Adra1a",0
"chr14_66721318_66721707","Adra1a",0
"chr14_66735880_66736143","Adra1a",2417
"chr14_66784200_66785173","Gm10032",0
"chr14_66791426_66792130","Gm10032",0
"chr14_66796441_66796867","Gm10032",2682
"chr14_66805314_66805906","Dpysl2",0
"chr14_66811014_66811284","Dpysl2",0
"chr14_66816467_66817262","Dpysl2",0
"chr14_66824166_66825027","Dpysl2",0
"chr14_66826157_66826504","Dpysl2",0
"chr14_66834294_66834789","Dpysl2",0
"chr14_66845950_66846732","Dpysl2",0
"chr14_66847179_66847991","Dpysl2",0
"chr14_66852348_66852755","Dpysl2",0
"chr14_66867430_66869349","Gm5464",0
"chr14_66873225_66873630","Gm5464",2219
"chr14_66909729_66912106","Pnma2",0
"chr14_66918893_66919426","Pnma2",0
"chr14_66920849_66921684","Pnma2",794
"chr14_66976866_66977519","Bnip3l",7719
"chr14_66984106_66984958","Bnip3l",280
"chr14_66990660_66991150","Bnip3l",0
"chr14_66995909_66996288","Bnip3l",0
"chr14_66998182_66998386","Bnip3l",0
"chr14_67001053_67002318","Bnip3l",0
"chr14_67007523_67009308","Bnip3l",0
"chr14_67017738_67018070","Ppp2r2a",0
"chr14_67018647_67019351","Ppp2r2a",0
"chr14_67031953_67032417","Ppp2r2a",0
"chr14_67032682_67032898","Ppp2r2a",0
"chr14_67046838_67047384","Ppp2r2a",0
"chr14_67047798_67048029","Ppp2r2a",0
"chr14_67050497_67051344","Ppp2r2a",0
"chr14_67064548_67065015","Ppp2r2a",0
"chr14_67068696_67069050","Ppp2r2a",0
"chr14_67070659_67070949","Ppp2r2a",0
"chr14_67071560_67072750","Ppp2r2a",0
"chr14_67233154_67233510","Ebf2",0
"chr14_67233845_67234764","Ebf2",0
"chr14_67262962_67263559","Ebf2",0
"chr14_67265317_67265611","Ebf2",0
"chr14_67271861_67272668","Ebf2",0
"chr14_67275272_67275792","Ebf2",0
"chr14_67278329_67278661","Ebf2",0
"chr14_67282671_67283973","Ebf2",0
"chr14_67290957_67291467","Ebf2",0
"chr14_67292792_67293754","Ebf2",0
"chr14_67307843_67308635","Ebf2",0
"chr14_67317554_67318315","Ebf2",0
"chr14_67320181_67320619","Ebf2",0
"chr14_67326885_67327275","1700120O09Rik",0
"chr14_67327451_67327801","1700120O09Rik",0
"chr14_67344263_67345009","4930438E09Rik",0
"chr14_67348948_67349273","4930438E09Rik",0
"chr14_67351053_67351277","4930438E09Rik",0
"chr14_67363264_67363571","4930438E09Rik",0
"chr14_67371842_67372610","4930438E09Rik",0
"chr14_67373366_67373570","4930438E09Rik",0
"chr14_67378315_67379201","4930438E09Rik",0
"chr14_67388119_67388381","4930438E09Rik",0
"chr14_67396539_67396791","4930438E09Rik",0
"chr14_67415496_67415708","Ebf2",0
"chr14_67666194_67666480","Cdca2",9850
"chr14_67670710_67671009","Cdca2",5321
"chr14_67674392_67674972","Cdca2",1358
"chr14_67681463_67681671","Cdca2",0
"chr14_67692679_67693052","Cdca2",0
"chr14_67715116_67716919","Kctd9",0
"chr14_67723122_67723514","Kctd9",0
"chr14_67749698_67749998","Gnrh1",262
"chr14_67758302_67759126","Dock5",0
"chr14_67769855_67770121","Dock5",0
"chr14_67790097_67790826","Dock5",0
"chr14_67807046_67807557","Dock5",0
"chr14_67862083_67862843","Dock5",0
"chr14_67864536_67865006","Dock5",0
"chr14_67872679_67873241","Dock5",0
"chr14_67876577_67876988","Dock5",0
"chr14_67877617_67878357","Dock5",0
"chr14_67884771_67885263","Dock5",0
"chr14_67886663_67887219","Dock5",0
"chr14_67887827_67888288","Dock5",0
"chr14_67920540_67920955","Dock5",0
"chr14_67932351_67934302","Dock5",0
