"","regulatory regions","TF motif","motif score","Target_gene"
"1215","chr10_42072448_42073325_Foxo3","NFIA",12.4951731574267,"Foxo3"
"1216","chr10_42189695_42190605_Foxo3","NFIA",12.5811694963756,"Foxo3"
"1217","chr12_35312913_35313771_Ahr","NFIA",12.4900192013618,"Ahr"
"1218","chr14_16554033_16554940_Rarb","NFIA",12.8994377672754,"Rarb"
"1219","chr14_17428959_17429825_Thrb","NFIA",13.3251313990596,"Thrb"
"1220","chr15_36993232_36994148_Grhl2","NFIA",13.3831123077609,"Grhl2"
"1221","chr19_55784569_55785482_Tcf7l2","NFIA",12.7826073401358,"Tcf7l2"
"1222","chr19_55758805_55759698_Tcf7l2","NFIA",12.5142631029436,"Tcf7l2"
"1223","chr4_82470275_82471067_Nfib","NFIA",12.4900192013618,"Nfib"
"1224","chr4_97714290_97715186_Nfia","NFIA",13.3831123077609,"Nfia"
"1225","chr4_154855770_154856633_Prdm16","NFIA",12.6384529404818,"Prdm16"
"1226","chr5_77407383_77408303_Rest","NFIA",12.4618336941439,"Rest"
"1227","chr5_136382360_136383236_Cux1","NFIA",13.0905241689869,"Cux1"
"1228","chr6_72926572_72927473_Tcf7l1","NFIA",12.7032916479927,"Tcf7l1"
"1229","chr6_72778755_72779645_Tcf7l1","NFIA",12.6460082038865,"Tcf7l1"
"1230","chr6_72653186_72654083_Tcf7l1","NFIA",13.2589224702227,"Tcf7l1"
"1231","chr6_144904959_144905847_Sox5","NFIA",12.8332288384385,"Sox5"
"1232","chr7_112717521_112718419_Tead1","NFIA",13.2589224702227,"Tead1"
"1233","chr7_112788071_112788984_Tead1","NFIA",13.0884663123245,"Tead1"
"1234","chr9_63612505_63613394_Smad3","NFIA",13.2589224702227,"Smad3"
"1235","chr9_63968292_63969164_Smad3","NFIA",12.8350367489356,"Smad3"
"1236","chr9_63664701_63665626_Smad3","NFIA",13.3831123077609,"Smad3"
"1237","chr9_63706071_63706983_Smad3","NFIA",12.5804720317806,"Smad3"
"1238","chr1_64755985_64756750_Creb1","NFIA",13.0884663123245,"Creb1"
"1239","chr10_57644184_57645098_Hsf2","NFIA",12.5142631029436,"Hsf2"
"1240","chr12_27356958_27357828_Sox11","NFIA",12.5613820862636,"Sox11"
"1241","chr12_73098267_73099194_Six4","NFIA",12.9663343314487,"Six4"
"1242","chr12_73060645_73061555_Six4","NFIA",12.5804720317806,"Six4"
"1243","chr12_73020705_73021576_Six4","NFIA",12.4951731574267,"Six4"
"1244","chr12_73162492_73163370_Six4","NFIA",12.650862239193,"Six4"
"1245","chr16_42674717_42675629_Zbtb20","NFIA",12.7695005768297,"Zbtb20"
"1246","chr16_42911576_42912474_Zbtb20","NFIA",13.1940837627118,"Zbtb20"
"1247","chr19_41628947_41629794_Lcor","NFIA",12.9698279746878,"Lcor"
"1248","chr5_121838404_121839074_Cux2","NFIA",12.4900192013618,"Cux2"
"1249","chr9_37069373_37070239_Pknox2","NFIA",12.650862239193,"Pknox2"
"1250","chr9_49796604_49797425_Ncam1","NFIA",13.102933467698,"Ncam1"
"1251","chr9_50024486_50025403_Ncam1","NFIA",12.9139049226489,"Ncam1"
"1252","chr1_168331410_168332315_Pbx1","NFIA",12.8994377672754,"Pbx1"
"1253","chr1_168362229_168363148_Pbx1","NFIA",12.7826073401358,"Pbx1"
"1254","chr1_168433576_168434300_Pbx1","NFIA",12.4900192013618,"Pbx1"
"1255","chr12_73764430_73765313_Hif1a","NFIA",12.5804720317806,"Hif1a"
"1256","chr6_115480022_115480961_Pparg","NFIA",12.9663343314487,"Pparg"
"1257","chr9_32413514_32414340_Ets1","NFIA",12.7524136550582,"Ets1"
"1258","chr9_32720596_32721463_Ets1","NFIA",12.7807994296387,"Ets1"
"1259","chr9_44914472_44915382_Kmt2a","NFIA",12.9663343314487,"Kmt2a"
"1260","chr9_44806970_44807892_Kmt2a","NFIA",12.6213660187104,"Kmt2a"
"1261","chr9_44965198_44966083_Kmt2a","NFIA",12.7701980414247,"Kmt2a"
"1262","chr12_73098267_73099194_Six1","NFIA",12.9663343314487,"Six1"
"1263","chr12_72820728_72821644_Six1","NFIA",13.0905241689869,"Six1"
"1264","chr12_73060645_73061555_Six1","NFIA",12.5804720317806,"Six1"
"1265","chr12_73162492_73163370_Six1","NFIA",12.650862239193,"Six1"
"1266","chr12_73020705_73021576_Six1","NFIA",12.4951731574267,"Six1"
"1267","chr15_50974569_50975454_Trps1","NFIA",12.7695005768297,"Trps1"
"1268","chr18_5817539_5818092_Zeb1","NFIA",12.8994377672754,"Zeb1"
"1269","chr18_34783265_34784164_Egr1","NFIA",12.7826073401358,"Egr1"
"1270","chr19_18871646_18872561_Rorb","NFIA",12.7032916479927,"Rorb"
"1271","chr2_116041577_116042460_Meis2","NFIA",12.5142631029436,"Meis2"
"1272","chr2_168528653_168529519_Nfatc2","NFIA",12.7122171327234,"Nfatc2"
"1273","chr3_99402171_99403093_Tbx15","NFIA",13.3251313990596,"Tbx15"
"1274","chr3_99245059_99245954_Tbx15","NFIA",12.7826073401358,"Tbx15"
"1275","chr7_116179517_116180410_Sox6","NFIA",12.4776099026506,"Sox6"
"1276","chr7_116039857_116040669_Sox6","NFIA",13.0884663123245,"Sox6"
"1277","chr10_128204302_128205046_Stat2","NFIA",12.4900192013618,"Stat2"
"1278","chr10_128185590_128186475_Stat2","NFIA",12.7683901309276,"Stat2"
"1279","chr12_85540873_85541779_Fos","NFIA",12.7826073401358,"Fos"
"1280","chr16_29945738_29946668_Hes1","NFIA",12.6086575389985,"Hes1"
"1281","chr16_30024417_30025333_Hes1","NFIA",12.6460082038865,"Hes1"
"1282","chr16_30052900_30053786_Hes1","NFIA",12.650862239193,"Hes1"
"1283","chr16_29977451_29978339_Hes1","NFIA",12.6337753174215,"Hes1"
"1284","chr16_29903269_29904165_Hes1","NFIA",12.5811694963756,"Hes1"
"1285","chr16_30251809_30252638_Hes1","NFIA",12.6460082038865,"Hes1"
"1286","chr16_30060160_30061037_Hes1","NFIA",12.5935787950867,"Hes1"
"1287","chr17_86514919_86515836_Epas1","NFIA",13.1940837627118,"Epas1"
"1288","chr17_86731819_86732726_Epas1","NFIA",12.6384529404818,"Epas1"
"1289","chr19_28776635_28777530_Glis3","NFIA",12.5811694963756,"Glis3"
"1290","chr19_28621360_28622273_Glis3","NFIA",12.7701980414247,"Glis3"
"1291","chr2_75772323_75773240_Nfe2l2","NFIA",12.7826073401358,"Nfe2l2"
"1292","chr4_32375774_32376717_Bach2","NFIA",13.3251313990596,"Bach2"
"1293","chr7_19239221_19240063_Fosb","NFIA",12.650862239193,"Fosb"
"1294","chr7_19375247_19376140_Fosb","NFIA",13.0884663123245,"Fosb"
"1295","chr10_43814989_43815892_Cd24a","NFIA",13.2589224702227,"Cd24a"
"1296","chr17_87609379_87610239_Epcam","NFIA",12.4618336941439,"Epcam"
"1297","chr17_87522263_87523151_Epcam","NFIA",13.1940837627118,"Epcam"
"1298","chr17_87472584_87473300_Epcam","NFIA",13.3831123077609,"Epcam"
"1299","chr17_87490136_87491034_Epcam","NFIA",12.8350367489356,"Epcam"
"1300","chr17_87619736_87620641_Epcam","NFIA",12.9014956239378,"Epcam"
"1301","chr14_16575094_16575982_Rarb","NFIA",12.9139049226489,"Rarb"
"1302","chr15_50889738_50890562_Trps1","NFIA",12.5142631029436,"Trps1"
"1303","chr2_75704252_75705110_Nfe2l2","NFIA",13.1940837627118,"Nfe2l2"
"1304","chr9_21015427_21016242_Icam1","NFIA",13.4479510152718,"Icam1"
"1305","chr1_39398909_39399752_Npas2","NFIX",10.8300206429225,"Npas2"
"1306","chr1_51885277_51886203_Stat1","NFIX",10.5817824352905,"Stat1"
"1307","chr1_85824647_85825557_Sp100","NFIX",10.5716172078436,"Sp100"
"1308","chr1_85828734_85829649_Sp100","NFIX",10.4102194934809,"Sp100"
"1309","chr10_42088784_42089626_Foxo3","NFIX",10.7005507005418,"Foxo3"
"1310","chr10_42072448_42073325_Foxo3","NFIX",10.7123099250523,"Foxo3"
"1311","chr14_16483689_16484535_Rarb","NFIX",10.5833764323541,"Rarb"
"1312","chr14_16554033_16554940_Rarb","NFIX",10.818261418412,"Rarb"
"1313","chr14_17428959_17429825_Thrb","NFIX",10.8300206429225,"Thrb"
"1314","chr15_36993232_36994148_Grhl2","NFIX",10.5833764323541,"Grhl2"
"1315","chr19_55784569_55785482_Tcf7l2","NFIX",10.5833764323541,"Tcf7l2"
"1316","chr2_103238780_103239671_Ehf","NFIX",10.5817824352905,"Ehf"
"1317","chr2_103194084_103194994_Ehf","NFIX",10.5716172078436,"Ehf"
"1318","chr3_135825265_135826021_Nfkb1","NFIX",10.4102194934809,"Nfkb1"
"1319","chr4_98003687_98004638_Nfia","NFIX",10.5716172078436,"Nfia"
"1320","chr4_97714290_97715186_Nfia","NFIX",10.5833764323541,"Nfia"
"1321","chr4_154617446_154618169_Prdm16","NFIX",10.4102194934809,"Prdm16"
"1322","chr5_136382360_136383236_Cux1","NFIX",10.4528489425923,"Cux1"
"1323","chr5_136445722_136446635_Cux1","NFIX",10.5716172078436,"Cux1"
"1324","chr6_72653186_72654083_Tcf7l1","NFIX",10.7123099250523,"Tcf7l1"
"1325","chr6_144904959_144905847_Sox5","NFIX",10.7005507005418,"Sox5"
"1326","chr7_112717521_112718419_Tead1","NFIX",10.7123099250523,"Tead1"
"1327","chr7_112788071_112788984_Tead1","NFIX",10.818261418412,"Tead1"
"1328","chr8_84902835_84903772_Nfix","NFIX",10.6994931531608,"Nfix"
"1329","chr9_63612505_63613394_Smad3","NFIX",10.7123099250523,"Smad3"
"1330","chr9_63664701_63665626_Smad3","NFIX",10.5833764323541,"Smad3"
"1331","chr9_63706071_63706983_Smad3","NFIX",10.7123099250523,"Smad3"
"1332","chr1_64755985_64756750_Creb1","NFIX",10.818261418412,"Creb1"
"1333","chr10_57632884_57633544_Hsf2","NFIX",10.4102194934809,"Hsf2"
"1334","chr12_27356958_27357828_Sox11","NFIX",10.8300206429225,"Sox11"
"1335","chr12_73098267_73099194_Six4","NFIX",10.5817824352905,"Six4"
"1336","chr12_73205993_73206845_Six4","NFIX",10.5817824352905,"Six4"
"1337","chr12_73020705_73021576_Six4","NFIX",10.7123099250523,"Six4"
"1338","chr16_42911576_42912474_Zbtb20","NFIX",10.5833764323541,"Zbtb20"
"1339","chr19_41628947_41629794_Lcor","NFIX",10.835729982407,"Lcor"
"1340","chr9_49796604_49797425_Ncam1","NFIX",10.7169617171557,"Ncam1"
"1341","chr9_50024486_50025403_Ncam1","NFIX",10.7169617171557,"Ncam1"
"1342","chr9_72191791_72192703_Tcf12","NFIX",10.4102194934809,"Tcf12"
"1343","chr1_168331410_168332315_Pbx1","NFIX",10.818261418412,"Pbx1"
"1344","chr1_168362229_168363148_Pbx1","NFIX",10.4102194934809,"Pbx1"
"1345","chr1_168433576_168434300_Pbx1","NFIX",10.5817824352905,"Pbx1"
"1346","chr6_115480022_115480961_Pparg","NFIX",10.5817824352905,"Pparg"
"1347","chr9_32708172_32708971_Ets1","NFIX",10.5817824352905,"Ets1"
"1348","chr9_32720596_32721463_Ets1","NFIX",10.835729982407,"Ets1"
"1349","chr9_32615645_32616555_Ets1","NFIX",10.6994931531608,"Ets1"
"1350","chr9_44914472_44915382_Kmt2a","NFIX",10.5817824352905,"Kmt2a"
"1351","chr12_73098267_73099194_Six1","NFIX",10.5817824352905,"Six1"
"1352","chr12_72820728_72821644_Six1","NFIX",10.4528489425923,"Six1"
"1353","chr12_73020705_73021576_Six1","NFIX",10.7123099250523,"Six1"
"1354","chr18_5817539_5818092_Zeb1","NFIX",10.818261418412,"Zeb1"
"1355","chr18_34783265_34784164_Egr1","NFIX",10.4102194934809,"Egr1"
"1356","chr2_33760317_33761150_Lmx1b","NFIX",10.818261418412,"Lmx1b"
"1357","chr2_33444020_33444877_Lmx1b","NFIX",10.6994931531608,"Lmx1b"
"1358","chr2_116055604_116056522_Meis2","NFIX",10.5833764323541,"Meis2"
"1359","chr2_168836478_168837391_Nfatc2","NFIX",10.5716172078436,"Nfatc2"
"1360","chr3_99402171_99403093_Tbx15","NFIX",10.8300206429225,"Tbx15"
"1361","chr3_99245059_99245954_Tbx15","NFIX",10.4102194934809,"Tbx15"
"1362","chr7_116039857_116040669_Sox6","NFIX",10.818261418412,"Sox6"
"1363","chr10_128185590_128186475_Stat2","NFIX",10.5716172078436,"Stat2"
"1364","chr12_85638880_85639781_Fos","NFIX",10.6994931531608,"Fos"
"1365","chr12_85540873_85541779_Fos","NFIX",10.4102194934809,"Fos"
"1366","chr12_85451559_85452386_Fos","NFIX",10.4102194934809,"Fos"
"1367","chr16_30008537_30009411_Hes1","NFIX",10.6994931531608,"Hes1"
"1368","chr16_29813693_29814542_Hes1","NFIX",10.4102194934809,"Hes1"
"1369","chr16_30060160_30061037_Hes1","NFIX",10.4102194934809,"Hes1"
"1370","chr17_86525708_86526622_Epas1","NFIX",10.4102194934809,"Epas1"
"1371","chr17_86514919_86515836_Epas1","NFIX",10.5833764323541,"Epas1"
"1372","chr2_75772323_75773240_Nfe2l2","NFIX",10.4102194934809,"Nfe2l2"
"1373","chr4_32375774_32376717_Bach2","NFIX",10.8300206429225,"Bach2"
"1374","chr4_32246564_32247450_Bach2","NFIX",10.4102194934809,"Bach2"
"1375","chr4_95185268_95186056_Jun","NFIX",10.8474892069175,"Jun"
"1376","chr4_95143403_95144287_Jun","NFIX",10.8300206429225,"Jun"
"1377","chr7_19375247_19376140_Fosb","NFIX",10.818261418412,"Fosb"
"1378","chr8_84902835_84903772_Junb","NFIX",10.6994931531608,"Junb"
"1379","chr10_43814989_43815892_Cd24a","NFIX",10.7123099250523,"Cd24a"
"1380","chr17_87522263_87523151_Epcam","NFIX",10.5833764323541,"Epcam"
"1381","chr17_87472584_87473300_Epcam","NFIX",10.5833764323541,"Epcam"
"1382","chr17_87490136_87491034_Epcam","NFIX",10.5817824352905,"Epcam"
"1383","chr17_87619736_87620641_Epcam","NFIX",10.4528489425923,"Epcam"
"1384","chr14_16575094_16575982_Rarb","NFIX",10.7169617171557,"Rarb"
"1385","chr2_75704252_75705110_Nfe2l2","NFIX",10.5833764323541,"Nfe2l2"
"1386","chr9_21015427_21016242_Icam1","NFIX",10.8474892069175,"Icam1"
"1387","chr1_39317682_39318597_Npas2","ZBTB18",12.5697986319431,"Npas2"
"1388","chr1_39260706_39261617_Npas2","ZBTB18",13.2413736098036,"Npas2"
"1389","chr1_39196478_39197310_Npas2","ZBTB18",13.5574734615117,"Npas2"
"1390","chr1_52008380_52009192_Stat1","ZBTB18",15.7517398353401,"Stat1"
"1391","chr1_85720004_85720920_Sp100","ZBTB18",11.0795882851063,"Sp100"
"1392","chr10_42293662_42294468_Foxo3","ZBTB18",11.5356514563943,"Foxo3"
"1393","chr12_35312913_35313771_Ahr","ZBTB18",11.3814051412264,"Ahr"
"1394","chr14_16431916_16432792_Rarb","ZBTB18",14.1449110877788,"Rarb"
"1395","chr14_17845524_17846421_Thrb","ZBTB18",13.6423126135329,"Thrb"
"1396","chr15_37312713_37313565_Grhl2","ZBTB18",11.829268203981,"Grhl2"
"1397","chr15_37429055_37429958_Grhl2","ZBTB18",11.4894589668616,"Grhl2"
"1398","chr15_37030820_37031652_Grhl2","ZBTB18",12.3697367493885,"Grhl2"
"1399","chr2_103238780_103239671_Ehf","ZBTB18",12.2786651128595,"Ehf"
"1400","chr3_135533852_135534706_Nfkb1","ZBTB18",12.4983812230407,"Nfkb1"
"1401","chr3_135825265_135826021_Nfkb1","ZBTB18",11.8528351686174,"Nfkb1"
"1402","chr3_135719078_135719940_Nfkb1","ZBTB18",12.209837395898,"Nfkb1"
"1403","chr4_82553551_82554438_Nfib","ZBTB18",15.0197326789499,"Nfib"
"1404","chr4_82765405_82766299_Nfib","ZBTB18",13.2266395863426,"Nfib"
"1405","chr4_82884683_82885504_Nfib","ZBTB18",14.2167383729636,"Nfib"
"1406","chr4_97714290_97715186_Nfia","ZBTB18",12.7117904814469,"Nfia"
"1407","chr4_97910611_97911547_Nfia","ZBTB18",10.9319510976686,"Nfia"
"1408","chr4_97601098_97602026_Nfia","ZBTB18",14.4882365259536,"Nfia"
"1409","chr4_154401737_154402650_Prdm16","ZBTB18",11.553438655951,"Prdm16"
"1410","chr5_136568606_136569458_Cux1","ZBTB18",11.1576359419537,"Cux1"
"1411","chr5_136426897_136427731_Cux1","ZBTB18",11.9330392693889,"Cux1"
"1412","chr5_136445722_136446635_Cux1","ZBTB18",10.8391731028868,"Cux1"
"1413","chr6_72724162_72725042_Tcf7l1","ZBTB18",10.9823445013897,"Tcf7l1"
"1414","chr6_72641214_72642117_Tcf7l1","ZBTB18",10.9698211688301,"Tcf7l1"
"1415","chr7_112645545_112646455_Tead1","ZBTB18",11.7377009742919,"Tead1"
"1416","chr7_112699933_112700657_Tead1","ZBTB18",11.5275338965178,"Tead1"
"1417","chr7_112593351_112594258_Tead1","ZBTB18",12.9844556945584,"Tead1"
"1418","chr9_63888889_63889700_Smad3","ZBTB18",12.3674683266921,"Smad3"
"1419","chr9_63752341_63753212_Smad3","ZBTB18",10.837955348542,"Smad3"
"1420","chr9_63721451_63722343_Smad3","ZBTB18",12.9231365111045,"Smad3"
"1421","chr9_63555485_63556067_Smad3","ZBTB18",10.4610893703051,"Smad3"
"1422","chr10_87417468_87418381_Ascl1","ZBTB18",15.2821043218431,"Ascl1"
"1423","chr12_27356958_27357828_Sox11","ZBTB18",10.5993805616784,"Sox11"
"1424","chr12_73196848_73197741_Six4","ZBTB18",11.7109387322778,"Six4"
"1425","chr12_73205993_73206845_Six4","ZBTB18",12.7506098570058,"Six4"
"1426","chr16_42885311_42886166_Zbtb20","ZBTB18",12.7479043321401,"Zbtb20"
"1427","chr16_42745928_42746804_Zbtb20","ZBTB18",10.5642853555284,"Zbtb20"
"1428","chr16_50596427_50597316_Bbx","ZBTB18",10.4687130093985,"Bbx"
"1429","chr19_41347059_41347958_Lcor","ZBTB18",10.5392479003385,"Lcor"
"1430","chr5_121809416_121810283_Cux2","ZBTB18",14.054445938654,"Cux2"
"1431","chr5_122268894_122269786_Cux2","ZBTB18",10.5875482828465,"Cux2"
"1432","chr5_121819831_121820663_Cux2","ZBTB18",11.0029067557886,"Cux2"
"1433","chr9_36898338_36899229_Pknox2","ZBTB18",11.829268203981,"Pknox2"
"1434","chr9_37069373_37070239_Pknox2","ZBTB18",16.5136308491815,"Pknox2"
"1435","chr9_49973723_49974623_Ncam1","ZBTB18",11.4603796527552,"Ncam1"
"1436","chr9_71915563_71916474_Tcf12","ZBTB18",10.6393318945759,"Tcf12"
"1437","chr9_72191791_72192703_Tcf12","ZBTB18",12.0378730679359,"Tcf12"
"1438","chr1_168501984_168502708_Pbx1","ZBTB18",11.0182337979652,"Pbx1"
"1439","chr12_73687166_73688059_Hif1a","ZBTB18",12.0157736795206,"Hif1a"
"1440","chr6_115361856_115362676_Pparg","ZBTB18",12.6982199968886,"Pparg"
"1441","chr9_32745854_32746768_Ets1","ZBTB18",11.0936562528643,"Ets1"
"1442","chr9_32413514_32414340_Ets1","ZBTB18",10.9348339352426,"Ets1"
"1443","chr9_32591453_32592358_Ets1","ZBTB18",14.3739026811985,"Ets1"
"1444","chr9_32720596_32721463_Ets1","ZBTB18",14.1895625753542,"Ets1"
"1445","chr9_32786786_32787700_Ets1","ZBTB18",19.1155301501932,"Ets1"
"1446","chr9_44914472_44915382_Kmt2a","ZBTB18",11.6541241922553,"Kmt2a"
"1447","chr9_44905515_44906338_Kmt2a","ZBTB18",12.900687235062,"Kmt2a"
"1448","chr15_50974569_50975454_Trps1","ZBTB18",12.6485672208713,"Trps1"
"1449","chr18_5583310_5584225_Zeb1","ZBTB18",11.0616345375842,"Zeb1"
"1450","chr18_34864938_34865756_Egr1","ZBTB18",15.6814458772416,"Egr1"
"1451","chr18_34879959_34880749_Egr1","ZBTB18",11.8754964965096,"Egr1"
"1452","chr19_19040201_19041125_Rorb","ZBTB18",10.5330181758766,"Rorb"
"1453","chr2_33555240_33556117_Lmx1b","ZBTB18",15.8597155029237,"Lmx1b"
"1454","chr2_33729654_33730574_Lmx1b","ZBTB18",10.6072534651251,"Lmx1b"
"1455","chr2_33590844_33591673_Lmx1b","ZBTB18",12.1776068513426,"Lmx1b"
"1456","chr2_115817645_115818554_Meis2","ZBTB18",11.081349493522,"Meis2"
"1457","chr2_116055604_116056522_Meis2","ZBTB18",10.4549534671555,"Meis2"
"1458","chr2_168539419_168540311_Nfatc2","ZBTB18",14.1240713393299,"Nfatc2"
"1459","chr2_168733699_168734625_Nfatc2","ZBTB18",12.518376549927,"Nfatc2"
"1460","chr2_168524627_168525505_Nfatc2","ZBTB18",10.957740999086,"Nfatc2"
"1461","chr3_99020767_99021631_Tbx15","ZBTB18",10.6393318945759,"Tbx15"
"1462","chr10_4625041_4625909_Esr1","ZBTB18",10.9042968445423,"Esr1"
"1463","chr10_4395100_4396006_Esr1","ZBTB18",13.3373632424054,"Esr1"
"1464","chr10_128033088_128033928_Stat2","ZBTB18",10.3771212075549,"Stat2"
"1465","chr10_128344616_128345528_Stat2","ZBTB18",15.0197326789499,"Stat2"
"1466","chr12_85569627_85570535_Fos","ZBTB18",10.4236354154581,"Fos"
"1467","chr12_85540873_85541779_Fos","ZBTB18",15.1292826200272,"Fos"
"1468","chr12_85288182_85289104_Fos","ZBTB18",14.7930763321555,"Fos"
"1469","chr12_85574735_85575642_Fos","ZBTB18",11.7967337437252,"Fos"
"1470","chr16_30024417_30025333_Hes1","ZBTB18",13.8699535236156,"Hes1"
"1471","chr16_30250872_30251635_Hes1","ZBTB18",15.7023607580081,"Hes1"
"1472","chr16_30050564_30051492_Hes1","ZBTB18",13.6154703736382,"Hes1"
"1473","chr16_30251809_30252638_Hes1","ZBTB18",15.8890193900077,"Hes1"
"1474","chr16_87665124_87665986_Bach1","ZBTB18",12.3152560571774,"Bach1"
"1475","chr16_87712900_87713719_Bach1","ZBTB18",11.2378816798475,"Bach1"
"1476","chr16_87612130_87612955_Bach1","ZBTB18",11.2758487076247,"Bach1"
"1477","chr17_86525708_86526622_Epas1","ZBTB18",15.4049073095626,"Epas1"
"1478","chr17_86964339_86965218_Epas1","ZBTB18",13.2583015218229,"Epas1"
"1479","chr19_28621360_28622273_Glis3","ZBTB18",12.7125469099607,"Glis3"
"1480","chr2_75633331_75634240_Nfe2l2","ZBTB18",12.0437708476982,"Nfe2l2"
"1481","chr2_75642935_75643826_Nfe2l2","ZBTB18",12.568729656263,"Nfe2l2"
"1482","chr2_75612768_75613698_Nfe2l2","ZBTB18",13.6849603263837,"Nfe2l2"
"1483","chr2_75621877_75622796_Nfe2l2","ZBTB18",10.748020362217,"Nfe2l2"
"1484","chr4_32054950_32055798_Bach2","ZBTB18",13.577023457694,"Bach2"
"1485","chr4_32009107_32010026_Bach2","ZBTB18",10.5590284482638,"Bach2"
"1486","chr4_95048069_95048870_Jun","ZBTB18",14.8843881292648,"Jun"
"1487","chr7_19085729_19086621_Fosb","ZBTB18",10.4852965783923,"Fosb"
"1488","chr7_19239221_19240063_Fosb","ZBTB18",10.4168134900532,"Fosb"
"1489","chr9_20976307_20977170_Icam1","ZBTB18",17.3878223758623,"Icam1"
"1490","chr10_43691407_43692312_Cd24a","ZBTB18",10.3868527936805,"Cd24a"
"1491","chr10_43618804_43619668_Cd24a","ZBTB18",13.6757939060447,"Cd24a"
"1492","chr17_87609379_87610239_Epcam","ZBTB18",12.9844556945584,"Epcam"
"1493","chr17_87515261_87516126_Epcam","ZBTB18",17.1326150838935,"Epcam"
"1494","chr1_39192362_39193244_Npas2","ZBTB18",15.271309965964,"Npas2"
"1495","chr10_42144985_42145901_Foxo3","ESR1",12.355964152146,"Foxo3"
"1496","chr10_42269099_42269997_Foxo3","ESR1",12.4690756582694,"Foxo3"
"1497","chr14_17428959_17429825_Thrb","ESR1",13.576018738315,"Thrb"
"1498","chr7_112471877_112472745_Tead1","ESR1",10.3982922217644,"Tead1"
"1499","chr18_34900378_34901079_Egr1","ESR1",12.2360035251733,"Egr1"
"1500","chr12_85368578_85369508_Fos","ESR1",13.5962685231463,"Fos"
"1501","chr1_39260706_39261617_Npas2","NR3C2",11.9018380548587,"Npas2"
"1502","chr10_42085072_42085998_Foxo3","NR3C2",11.1241881134708,"Foxo3"
"1503","chr10_42139506_42140414_Foxo3","NR3C2",15.1282828329563,"Foxo3"
"1504","chr10_42251011_42251888_Foxo3","NR3C2",11.5504776674541,"Foxo3"
"1505","chr10_42230914_42231797_Foxo3","NR3C2",12.1165486315534,"Foxo3"
"1506","chr2_103209362_103210278_Ehf","NR3C2",14.0809657798378,"Ehf"
"1507","chr2_103484630_103485529_Ehf","NR3C2",10.0263030079696,"Ehf"
"1508","chr8_84698613_84699509_Nfix","NR3C2",10.3780571659481,"Nfix"
"1509","chr12_73196848_73197741_Six4","NR3C2",10.5585992715476,"Six4"
"1510","chr1_168517921_168518808_Pbx1","NR3C2",10.7361474621778,"Pbx1"
"1511","chr9_44691638_44692527_Kmt2a","NR3C2",11.101507500749,"Kmt2a"
"1512","chr17_86769493_86770409_Epas1","NR3C2",11.9284310559255,"Epas1"
"1513","chr17_87472584_87473300_Epcam","NR3C2",11.0091683417822,"Epcam"
"1514","chr16_92686754_92687599_Runx1","GLIS3",10.4986557699489,"Runx1"
"1515","chr2_103484630_103485529_Ehf","GLIS3",12.9371315364374,"Ehf"
"1516","chr2_103238780_103239671_Ehf","GLIS3",11.2084492712831,"Ehf"
"1517","chr5_77109672_77110589_Rest","GLIS3",12.1921430306183,"Rest"
"1518","chr9_63715869_63716786_Smad3","GLIS3",10.2218060426702,"Smad3"
"1519","chr6_115607151_115608071_Pparg","GLIS3",10.2471111940298,"Pparg"
"1520","chr9_44722694_44723525_Kmt2a","GLIS3",10.3390654765059,"Kmt2a"
"1521","chr12_85430179_85431006_Fos","GLIS3",13.20581779516,"Fos"
"1522","chr19_28677688_28678561_Glis3","GLIS3",11.887883857189,"Glis3"
"1523","chr4_32365920_32366833_Bach2","GLIS3",10.2306315350023,"Bach2"
"1524","chr8_84743731_84744632_Junb","GLIS3",10.7679423775515,"Junb"
"1525","chr2_75704252_75705110_Nfe2l2","GLIS3",15.185649861221,"Nfe2l2"
"1526","chr1_52075975_52076901_Stat1","CUX1",13.5935027711739,"Stat1"
"1527","chr1_85828734_85829649_Sp100","CUX1",12.5569028228562,"Sp100"
"1528","chr14_17685268_17686173_Thrb","CUX1",13.8420665877595,"Thrb"
"1529","chr16_92616619_92617511_Runx1","CUX1",12.7633281477687,"Runx1"
"1530","chr4_97703891_97704741_Nfia","CUX1",14.3323507004934,"Nfia"
"1531","chr7_112593351_112594258_Tead1","CUX1",12.4380816504567,"Tead1"
"1532","chr9_63612505_63613394_Smad3","CUX1",12.873881225699,"Smad3"
"1533","chr1_64601214_64601882_Creb1","CUX1",12.7935449032407,"Creb1"
"1534","chr1_190129311_190130211_Prox1","CUX1",13.10321865844,"Prox1"
"1535","chr10_87255094_87255962_Ascl1","CUX1",12.3275285725264,"Ascl1"
"1536","chr1_168597912_168598826_Pbx1","CUX1",14.2217976225631,"Pbx1"
"1537","chr9_44882540_44883222_Kmt2a","CUX1",12.7552432934601,"Kmt2a"
"1538","chr12_85638880_85639781_Fos","CUX1",12.5530659409637,"Fos"
"1539","chr2_75584685_75585600_Nfe2l2","CUX1",13.5935027711739,"Nfe2l2"
"1540","chr4_32387535_32388474_Bach2","CUX1",12.4535029694162,"Bach2"
"1541","chr4_95048069_95048870_Jun","CUX1",12.3835971129652,"Jun"
"1542","chr1_52075975_52076901_Stat1","CUX2",13.810566619174,"Stat1"
"1543","chr1_85828734_85829649_Sp100","CUX2",12.8569230409944,"Sp100"
