,tf,target,key
10038,Cebpb,Cfap20,Cebpb_Cfap20
10041,Cebpb,Cfb,Cebpb_Cfb
10042,Cebpb,Cfh,Cebpb_Cfh
10043,Cebpb,Cfhr2,Cebpb_Cfhr2
10045,Cebpb,Cflar,Cebpb_Cflar
10046,Cebpb,Cga,Cebpb_Cga
10048,Cebpb,Cgnl1,Cebpb_Cgnl1
10049,Cebpb,Chac1,Cebpb_Chac1
10050,Cebpb,Chadl,Cebpb_Chadl
10053,Cebpb,Chd1,Cebpb_Chd1
10054,Cebpb,Chd1l,Cebpb_Chd1l
10055,Cebpb,Chd2,Cebpb_Chd2
10056,Cebpb,Chd5,Cebpb_Chd5
10057,Cebpb,Chd6,Cebpb_Chd6
10058,Cebpb,Chd7,Cebpb_Chd7
10060,Cebpb,Chd9,Cebpb_Chd9
10061,Cebpb,Chdh,Cebpb_Chdh
10062,Cebpb,Chek1,Cebpb_Chek1
10063,Cebpb,Chic1,Cebpb_Chic1
10064,Cebpb,Chic2,Cebpb_Chic2
10066,Cebpb,Chka,Cebpb_Chka
10067,Cebpb,Chn2,Cebpb_Chn2
10068,Cebpb,Chpt1,Cebpb_Chpt1
10070,Cebpb,Chrna2,Cebpb_Chrna2
10073,Cebpb,Chst12,Cebpb_Chst12
10074,Cebpb,Chst13,Cebpb_Chst13
10075,Cebpb,Chtop,Cebpb_Chtop
10076,Cebpb,Chuk,Cebpb_Chuk
10078,Cebpb,Ciart,Cebpb_Ciart
10079,Cebpb,Cic,Cebpb_Cic
10080,Cebpb,Cideb,Cebpb_Cideb
10081,Cebpb,Cidec,Cebpb_Cidec
10082,Cebpb,Cilp,Cebpb_Cilp
10083,Cebpb,Cipc,Cebpb_Cipc
10084,Cebpb,Cirbp,Cebpb_Cirbp
10085,Cebpb,Cisd1,Cebpb_Cisd1
10087,Cebpb,Cited2,Cebpb_Cited2
10088,Cebpb,Ckb,Cebpb_Ckb
10089,Cebpb,Cks2,Cebpb_Cks2
10090,Cebpb,Clcc1,Cebpb_Clcc1
10091,Cebpb,Clcn3,Cebpb_Clcn3
10092,Cebpb,Cldn1,Cebpb_Cldn1
10093,Cebpb,Cldn10,Cebpb_Cldn10
10094,Cebpb,Cldn12,Cebpb_Cldn12
10095,Cebpb,Cldn14,Cebpb_Cldn14
10097,Cebpb,Cldn3,Cebpb_Cldn3
10098,Cebpb,Cldn34d,Cebpb_Cldn34d
10100,Cebpb,Clec11a,Cebpb_Clec11a
10102,Cebpb,Clec2d,Cebpb_Clec2d
10103,Cebpb,Clec7a,Cebpb_Clec7a
10104,Cebpb,Clic3,Cebpb_Clic3
10107,Cebpb,Clip1,Cebpb_Clip1
10108,Cebpb,Clmn,Cebpb_Clmn
10109,Cebpb,Cln5,Cebpb_Cln5
10110,Cebpb,Cln8,Cebpb_Cln8
10113,Cebpb,Clp1,Cebpb_Clp1
10114,Cebpb,Clpb,Cebpb_Clpb
10115,Cebpb,Clps,Cebpb_Clps
10116,Cebpb,Clptm1l,Cebpb_Clptm1l
10117,Cebpb,Clpx,Cebpb_Clpx
10118,Cebpb,Clu,Cebpb_Clu
10119,Cebpb,Cluap1,Cebpb_Cluap1
10120,Cebpb,Cluh,Cebpb_Cluh
10121,Cebpb,Clybl,Cebpb_Clybl
10122,Cebpb,Cmah,Cebpb_Cmah
10123,Cebpb,Cmbl,Cebpb_Cmbl
10124,Cebpb,Cmip,Cebpb_Cmip
10125,Cebpb,Cnbp,Cebpb_Cnbp
10126,Cebpb,Cndp2,Cebpb_Cndp2
10127,Cebpb,Cnfn,Cebpb_Cnfn
10129,Cebpb,Cnn3,Cebpb_Cnn3
10131,Cebpb,Cnot8,Cebpb_Cnot8
10132,Cebpb,Cnot9,Cebpb_Cnot9
10133,Cebpb,Cnppd1,Cebpb_Cnppd1
10134,Cebpb,Cnpy2,Cebpb_Cnpy2
10135,Cebpb,Cnpy3,Cebpb_Cnpy3
10136,Cebpb,Cnr2,Cebpb_Cnr2
10137,Cebpb,Cntd1,Cebpb_Cntd1
10138,Cebpb,Cntn2,Cebpb_Cntn2
10139,Cebpb,Cntrob,Cebpb_Cntrob
10141,Cebpb,Coa7,Cebpb_Coa7
10142,Cebpb,Coasy,Cebpb_Coasy
10143,Cebpb,Cobl,Cebpb_Cobl
10144,Cebpb,Col14a1,Cebpb_Col14a1
10146,Cebpb,Col18a1,Cebpb_Col18a1
10147,Cebpb,Col26a1,Cebpb_Col26a1
10149,Cebpb,Colgalt1,Cebpb_Colgalt1
10150,Cebpb,Commd1,Cebpb_Commd1
10151,Cebpb,Commd4,Cebpb_Commd4
10153,Cebpb,Comt,Cebpb_Comt
10154,Cebpb,Comtd1,Cebpb_Comtd1
10156,Cebpb,Copg1,Cebpb_Copg1
10160,Cebpb,Coq10a,Cebpb_Coq10a
10161,Cebpb,Coq5,Cebpb_Coq5
10162,Cebpb,Coq8a,Cebpb_Coq8a
10163,Cebpb,Coq9,Cebpb_Coq9
10164,Cebpb,Coro2b,Cebpb_Coro2b
10165,Cebpb,Cotl1,Cebpb_Cotl1
10167,Cebpb,Cox18,Cebpb_Cox18
10168,Cebpb,Cox19,Cebpb_Cox19
10169,Cebpb,Cox6a1,Cebpb_Cox6a1
10171,Cebpb,Cox7a2,Cebpb_Cox7a2
10172,Cebpb,Cox8b,Cebpb_Cox8b
10173,Cebpb,Cp,Cebpb_Cp
10175,Cebpb,Cpa4,Cebpb_Cpa4
10176,Cebpb,Cpb2,Cebpb_Cpb2
10177,Cebpb,Cpeb1,Cebpb_Cpeb1
10178,Cebpb,Cpeb2,Cebpb_Cpeb2
10180,Cebpb,Cpeb4,Cebpb_Cpeb4
10181,Cebpb,Cphx2,Cebpb_Cphx2
10182,Cebpb,Cphx3,Cebpb_Cphx3
10184,Cebpb,Cpn2,Cebpb_Cpn2
10188,Cebpb,Cpox,Cebpb_Cpox
10190,Cebpb,Cps1,Cebpb_Cps1
10192,Cebpb,Cpt1a,Cebpb_Cpt1a
10193,Cebpb,Cpt2,Cebpb_Cpt2
10194,Cebpb,Cpz,Cebpb_Cpz
10195,Cebpb,Cradd,Cebpb_Cradd
10196,Cebpb,Crat,Cebpb_Crat
10198,Cebpb,Crcp,Cebpb_Crcp
10199,Cebpb,Creb3l3,Cebpb_Creb3l3
10201,Cebpb,Creg1,Cebpb_Creg1
10202,Cebpb,Creld1,Cebpb_Creld1
10203,Cebpb,Crem,Cebpb_Crem
10205,Cebpb,Crls1,Cebpb_Crls1
10207,Cebpb,Crocc,Cebpb_Crocc
10208,Cebpb,Crocc2,Cebpb_Crocc2
10210,Cebpb,Cry1,Cebpb_Cry1
10211,Cebpb,Cry2,Cebpb_Cry2
10212,Cebpb,Cryaa,Cebpb_Cryaa
10213,Cebpb,Crybb3,Cebpb_Crybb3
10214,Cebpb,Crybg1,Cebpb_Crybg1
10215,Cebpb,Crygb,Cebpb_Crygb
10216,Cebpb,Cryzl1,Cebpb_Cryzl1
10218,Cebpb,Csde1,Cebpb_Csde1
10219,Cebpb,Csf1r,Cebpb_Csf1r
10220,Cebpb,Csf3,Cebpb_Csf3
10221,Cebpb,Csf3r,Cebpb_Csf3r
10222,Cebpb,Csnk1a1,Cebpb_Csnk1a1
10223,Cebpb,Csnk1d,Cebpb_Csnk1d
10224,Cebpb,Csnk1g2,Cebpb_Csnk1g2
10225,Cebpb,Csnk1g3,Cebpb_Csnk1g3
10226,Cebpb,Csrnp2,Cebpb_Csrnp2
10227,Cebpb,Csta1,Cebpb_Csta1
10229,Cebpb,Cstf2t,Cebpb_Cstf2t
10231,Cebpb,Ctbs,Cebpb_Ctbs
10232,Cebpb,Ctcflos,Cebpb_Ctcflos
10234,Cebpb,Cth,Cebpb_Cth
10236,Cebpb,Ctnnbip1,Cebpb_Ctnnbip1
10237,Cebpb,Ctr9,Cebpb_Ctr9
10238,Cebpb,Ctsb,Cebpb_Ctsb
10239,Cebpb,Ctse,Cebpb_Ctse
10241,Cebpb,Ctsl,Cebpb_Ctsl
10243,Cebpb,Ctsz,Cebpb_Ctsz
10244,Cebpb,Ctu2,Cebpb_Ctu2
10246,Cebpb,Cul2,Cebpb_Cul2
10248,Cebpb,Cutc,Cebpb_Cutc
10249,Cebpb,Cux1,Cebpb_Cux1
10250,Cebpb,Cwf19l1,Cebpb_Cwf19l1
10252,Cebpb,Cxadr,Cebpb_Cxadr
10253,Cebpb,Cxcl1,Cebpb_Cxcl1
10254,Cebpb,Cxcl10,Cebpb_Cxcl10
10255,Cebpb,Cxcl11,Cebpb_Cxcl11
10256,Cebpb,Cxcl12,Cebpb_Cxcl12
10257,Cebpb,Cxcl17,Cebpb_Cxcl17
10258,Cebpb,Cxcl9,Cebpb_Cxcl9
10259,Cebpb,Cxcr1,Cebpb_Cxcr1
10260,Cebpb,Cxcr4,Cebpb_Cxcr4
10263,Cebpb,Cyb5a,Cebpb_Cyb5a
10264,Cebpb,Cyb5d1,Cebpb_Cyb5d1
10265,Cebpb,Cyb5r4,Cebpb_Cyb5r4
10266,Cebpb,Cyp17a1,Cebpb_Cyp17a1
10267,Cebpb,Cyp20a1,Cebpb_Cyp20a1
10268,Cebpb,Cyp21a1,Cebpb_Cyp21a1
10269,Cebpb,Cyp24a1,Cebpb_Cyp24a1
10270,Cebpb,Cyp26a1,Cebpb_Cyp26a1
10271,Cebpb,Cyp27a1,Cebpb_Cyp27a1
10272,Cebpb,Cyp2a12,Cebpb_Cyp2a12
10273,Cebpb,Cyp2a22,Cebpb_Cyp2a22
10274,Cebpb,Cyp2a4,Cebpb_Cyp2a4
10275,Cebpb,Cyp2a5,Cebpb_Cyp2a5
10276,Cebpb,Cyp2b10,Cebpb_Cyp2b10
10277,Cebpb,Cyp2b13,Cebpb_Cyp2b13
10278,Cebpb,Cyp2b9,Cebpb_Cyp2b9
10279,Cebpb,Cyp2c23,Cebpb_Cyp2c23
10280,Cebpb,Cyp2c37,Cebpb_Cyp2c37
10281,Cebpb,Cyp2c39,Cebpb_Cyp2c39
10282,Cebpb,Cyp2c40,Cebpb_Cyp2c40
10284,Cebpb,Cyp2c54,Cebpb_Cyp2c54
10286,Cebpb,Cyp2c67,Cebpb_Cyp2c67
10287,Cebpb,Cyp2c69,Cebpb_Cyp2c69
10289,Cebpb,Cyp2d11,Cebpb_Cyp2d11
10290,Cebpb,Cyp2d13,Cebpb_Cyp2d13
10292,Cebpb,Cyp2d26,Cebpb_Cyp2d26
10295,Cebpb,Cyp2d9,Cebpb_Cyp2d9
10296,Cebpb,Cyp2f2,Cebpb_Cyp2f2
10297,Cebpb,Cyp2g1,Cebpb_Cyp2g1
10298,Cebpb,Cyp2r1,Cebpb_Cyp2r1
10299,Cebpb,Cyp2u1,Cebpb_Cyp2u1
10301,Cebpb,Cyp39a1,Cebpb_Cyp39a1
10302,Cebpb,Cyp3a11,Cebpb_Cyp3a11
10304,Cebpb,Cyp3a16,Cebpb_Cyp3a16
10305,Cebpb,Cyp3a25,Cebpb_Cyp3a25
10306,Cebpb,Cyp3a41a,Cebpb_Cyp3a41a
10307,Cebpb,Cyp3a41b,Cebpb_Cyp3a41b
10308,Cebpb,Cyp3a44,Cebpb_Cyp3a44
10309,Cebpb,Cyp3a59,Cebpb_Cyp3a59
10310,Cebpb,Cyp46a1,Cebpb_Cyp46a1
10311,Cebpb,Cyp4a10,Cebpb_Cyp4a10
10313,Cebpb,Cyp4a31,Cebpb_Cyp4a31
10314,Cebpb,Cyp4a32,Cebpb_Cyp4a32
10315,Cebpb,Cyp4b1-ps2,Cebpb_Cyp4b1-ps2
10317,Cebpb,Cyp4f15,Cebpb_Cyp4f15
10318,Cebpb,Cyp4f17,Cebpb_Cyp4f17
10319,Cebpb,Cyp4v3,Cebpb_Cyp4v3
10320,Cebpb,Cyp51,Cebpb_Cyp51
10321,Cebpb,Cyp7a1,Cebpb_Cyp7a1
10322,Cebpb,Cyp7b1,Cebpb_Cyp7b1
10323,Cebpb,Cyp8b1,Cebpb_Cyp8b1
10325,Cebpb,Cyth1,Cebpb_Cyth1
10327,Cebpb,D130020L05Rik,Cebpb_D130020L05Rik
10329,Cebpb,D17Wsu92e,Cebpb_D17Wsu92e
10332,Cebpb,D230025D16Rik,Cebpb_D230025D16Rik
10333,Cebpb,D330050G23Rik,Cebpb_D330050G23Rik
10334,Cebpb,D5Ertd579e,Cebpb_D5Ertd579e
10336,Cebpb,D630024D03Rik,Cebpb_D630024D03Rik
10337,Cebpb,D630033O11Rik,Cebpb_D630033O11Rik
10341,Cebpb,D830013O20Rik,Cebpb_D830013O20Rik
10343,Cebpb,D930032P07Rik,Cebpb_D930032P07Rik
10344,Cebpb,Daam1,Cebpb_Daam1
10346,Cebpb,Dact2,Cebpb_Dact2
10348,Cebpb,Dap3,Cebpb_Dap3
10349,Cebpb,Dapk2,Cebpb_Dapk2
10350,Cebpb,Dapp1,Cebpb_Dapp1
10351,Cebpb,Dars2,Cebpb_Dars2
10352,Cebpb,Dbi,Cebpb_Dbi
10353,Cebpb,Dbn1,Cebpb_Dbn1
10354,Cebpb,Dbp,Cebpb_Dbp
10356,Cebpb,Dcaf11,Cebpb_Dcaf11
10357,Cebpb,Dcaf5,Cebpb_Dcaf5
10358,Cebpb,Dcakd,Cebpb_Dcakd
10359,Cebpb,Dcdc2b,Cebpb_Dcdc2b
10360,Cebpb,Dck,Cebpb_Dck
10361,Cebpb,Dclre1c,Cebpb_Dclre1c
10363,Cebpb,Dcun1d4,Cebpb_Dcun1d4
10364,Cebpb,Ddah1,Cebpb_Ddah1
10366,Cebpb,Ddc,Cebpb_Ddc
10367,Cebpb,Ddhd1,Cebpb_Ddhd1
10368,Cebpb,Ddi2,Cebpb_Ddi2
10369,Cebpb,Ddit3,Cebpb_Ddit3
10370,Cebpb,Ddit4,Cebpb_Ddit4
10371,Cebpb,Ddo,Cebpb_Ddo
10372,Cebpb,Ddx17,Cebpb_Ddx17
10373,Cebpb,Ddx19b,Cebpb_Ddx19b
10374,Cebpb,Ddx24,Cebpb_Ddx24
10375,Cebpb,Ddx31,Cebpb_Ddx31
10377,Cebpb,Ddx3y,Cebpb_Ddx3y
10380,Cebpb,Ddx5,Cebpb_Ddx5
10381,Cebpb,Ddx56,Cebpb_Ddx56
10382,Cebpb,Dedd2,Cebpb_Dedd2
10386,Cebpb,Degs1,Cebpb_Degs1
10387,Cebpb,Degs2,Cebpb_Degs2
10389,Cebpb,Dennd4a,Cebpb_Dennd4a
10392,Cebpb,Depdc5,Cebpb_Depdc5
10393,Cebpb,Deptor,Cebpb_Deptor
10394,Cebpb,Dera,Cebpb_Dera
10395,Cebpb,Derl1,Cebpb_Derl1
10396,Cebpb,Derl2,Cebpb_Derl2
10398,Cebpb,Desi2,Cebpb_Desi2
10401,Cebpb,Dgat2,Cebpb_Dgat2
10403,Cebpb,Dgcr2,Cebpb_Dgcr2
10404,Cebpb,Dgke,Cebpb_Dgke
10405,Cebpb,Dglucy,Cebpb_Dglucy
10407,Cebpb,Dhcr24,Cebpb_Dhcr24
10410,Cebpb,Dhps,Cebpb_Dhps
10411,Cebpb,Dhrs3,Cebpb_Dhrs3
10412,Cebpb,Dhrs7,Cebpb_Dhrs7
10413,Cebpb,Dhrs7b,Cebpb_Dhrs7b
10414,Cebpb,Dhrs9,Cebpb_Dhrs9
10417,Cebpb,Dhx33,Cebpb_Dhx33
10419,Cebpb,Dhx38,Cebpb_Dhx38
10421,Cebpb,Dhx9,Cebpb_Dhx9
10423,Cebpb,Diaph3,Cebpb_Diaph3
10424,Cebpb,Dido1,Cebpb_Dido1
10427,Cebpb,Dis3,Cebpb_Dis3
10428,Cebpb,Dis3l2,Cebpb_Dis3l2
10430,Cebpb,Dkk4,Cebpb_Dkk4
10431,Cebpb,Dlat,Cebpb_Dlat
10432,Cebpb,Dlc1,Cebpb_Dlc1
10433,Cebpb,Dld,Cebpb_Dld
10434,Cebpb,Dleu2,Cebpb_Dleu2
10435,Cebpb,Dlg2,Cebpb_Dlg2
10436,Cebpb,Dlgap1,Cebpb_Dlgap1
10439,Cebpb,Dlx1,Cebpb_Dlx1
10441,Cebpb,Dmac1,Cebpb_Dmac1
10443,Cebpb,Dmtn,Cebpb_Dmtn
10447,Cebpb,Dnaja1,Cebpb_Dnaja1
10450,Cebpb,Dnajb4,Cebpb_Dnajb4
10453,Cebpb,Dnajc12,Cebpb_Dnajc12
10454,Cebpb,Dnajc13,Cebpb_Dnajc13
10455,Cebpb,Dnajc22,Cebpb_Dnajc22
10456,Cebpb,Dnajc3,Cebpb_Dnajc3
10457,Cebpb,Dnajc5b,Cebpb_Dnajc5b
10459,Cebpb,Dnal1,Cebpb_Dnal1
10463,Cebpb,Dnpep,Cebpb_Dnpep
10464,Cebpb,Dock4,Cebpb_Dock4
10465,Cebpb,Dock7,Cebpb_Dock7
10466,Cebpb,Dock8,Cebpb_Dock8
10467,Cebpb,Dok3,Cebpb_Dok3
10470,Cebpb,Dopey2,Cebpb_Dopey2
10471,Cebpb,Dpagt1,Cebpb_Dpagt1
10472,Cebpb,Dpep1,Cebpb_Dpep1
10473,Cebpb,Dpep2,Cebpb_Dpep2
10475,Cebpb,Dph3,Cebpb_Dph3
10476,Cebpb,Dph5,Cebpb_Dph5
10477,Cebpb,Dph7,Cebpb_Dph7
10479,Cebpb,Dpp9,Cebpb_Dpp9
10480,Cebpb,Dppa2,Cebpb_Dppa2
10481,Cebpb,Dpy19l1,Cebpb_Dpy19l1
10482,Cebpb,Dpy19l3,Cebpb_Dpy19l3
10484,Cebpb,Dpy30,Cebpb_Dpy30
10485,Cebpb,Dpyd,Cebpb_Dpyd
10486,Cebpb,Dpys,Cebpb_Dpys
10488,Cebpb,Dram1,Cebpb_Dram1
10490,Cebpb,Dsc2,Cebpb_Dsc2
10491,Cebpb,Dse,Cebpb_Dse
10493,Cebpb,Dsn1,Cebpb_Dsn1
10495,Cebpb,Dstn,Cebpb_Dstn
10497,Cebpb,Dtnb,Cebpb_Dtnb
10498,Cebpb,Dtnbp1,Cebpb_Dtnbp1
10499,Cebpb,Dtx4,Cebpb_Dtx4
10500,Cebpb,Dtymk,Cebpb_Dtymk
10501,Cebpb,Dus1l,Cebpb_Dus1l
10502,Cebpb,Dus3l,Cebpb_Dus3l
10503,Cebpb,Dusp1,Cebpb_Dusp1
10504,Cebpb,Dusp12,Cebpb_Dusp12
10505,Cebpb,Dusp18,Cebpb_Dusp18
10508,Cebpb,Dusp6,Cebpb_Dusp6
10509,Cebpb,Dvl2,Cebpb_Dvl2
10510,Cebpb,Dync1li1,Cebpb_Dync1li1
10512,Cebpb,Dync2li1,Cebpb_Dync2li1
10514,Cebpb,Dynlrb2,Cebpb_Dynlrb2
10515,Cebpb,Dyrk3,Cebpb_Dyrk3
10516,Cebpb,Dyx1c1,Cebpb_Dyx1c1
10517,Cebpb,E030018B13Rik,Cebpb_E030018B13Rik
10520,Cebpb,E130102H24Rik,Cebpb_E130102H24Rik
10521,Cebpb,E130309D02Rik,Cebpb_E130309D02Rik
10522,Cebpb,E130311K13Rik,Cebpb_E130311K13Rik
10524,Cebpb,E230016M11Rik,Cebpb_E230016M11Rik
10525,Cebpb,E230029C05Rik,Cebpb_E230029C05Rik
10526,Cebpb,E2f2,Cebpb_E2f2
10528,Cebpb,E2f8,Cebpb_E2f8
10529,Cebpb,E330033B04Rik,Cebpb_E330033B04Rik
10530,Cebpb,E4f1,Cebpb_E4f1
10531,Cebpb,Ebag9,Cebpb_Ebag9
10532,Cebpb,Ebpl,Cebpb_Ebpl
10533,Cebpb,Ecd,Cebpb_Ecd
10535,Cebpb,Ech1,Cebpb_Ech1
10537,Cebpb,Echdc3,Cebpb_Echdc3
10538,Cebpb,Echs1,Cebpb_Echs1
10539,Cebpb,Ect2,Cebpb_Ect2
10540,Cebpb,Edem1,Cebpb_Edem1
10541,Cebpb,Edem2,Cebpb_Edem2
10542,Cebpb,Edn1,Cebpb_Edn1
10543,Cebpb,Eea1,Cebpb_Eea1
10544,Cebpb,Eef1a1,Cebpb_Eef1a1
10546,Cebpb,Eef2k,Cebpb_Eef2k
10547,Cebpb,Eef2kmt,Cebpb_Eef2kmt
10549,Cebpb,Eepd1,Cebpb_Eepd1
10551,Cebpb,Efcab5,Cebpb_Efcab5
10552,Cebpb,Efhb,Cebpb_Efhb
10553,Cebpb,Efna1,Cebpb_Efna1
10554,Cebpb,Efnb1,Cebpb_Efnb1
10556,Cebpb,Egf,Cebpb_Egf
10557,Cebpb,Egfr,Cebpb_Egfr
10559,Cebpb,Egr1,Cebpb_Egr1
10562,Cebpb,Eid2b,Cebpb_Eid2b
10563,Cebpb,Eif1,Cebpb_Eif1
10564,Cebpb,Eif1a,Cebpb_Eif1a
10567,Cebpb,Eif2b3,Cebpb_Eif2b3
10569,Cebpb,Eif2s2,Cebpb_Eif2s2
10570,Cebpb,Eif3a,Cebpb_Eif3a
10573,Cebpb,Eif3j1,Cebpb_Eif3j1
10574,Cebpb,Eif4a1,Cebpb_Eif4a1
10575,Cebpb,Eif4e,Cebpb_Eif4e
10576,Cebpb,Eif4ebp1,Cebpb_Eif4ebp1
10577,Cebpb,Eif4ebp2,Cebpb_Eif4ebp2
10578,Cebpb,Eif4ebp3,Cebpb_Eif4ebp3
10579,Cebpb,Eif4g1,Cebpb_Eif4g1
10580,Cebpb,Eif4g2,Cebpb_Eif4g2
10581,Cebpb,Eif4g3,Cebpb_Eif4g3
10582,Cebpb,Eif5,Cebpb_Eif5
10583,Cebpb,Eif5a,Cebpb_Eif5a
10585,Cebpb,Elane,Cebpb_Elane
10587,Cebpb,Eldr,Cebpb_Eldr
10588,Cebpb,Elk4,Cebpb_Elk4
10589,Cebpb,Ell,Cebpb_Ell
10590,Cebpb,Elmod3,Cebpb_Elmod3
10591,Cebpb,Elmsan1,Cebpb_Elmsan1
10592,Cebpb,Eloa,Cebpb_Eloa
10593,Cebpb,Elovl1,Cebpb_Elovl1
10594,Cebpb,Elovl2,Cebpb_Elovl2
10595,Cebpb,Elovl3,Cebpb_Elovl3
10596,Cebpb,Elovl5,Cebpb_Elovl5
10598,Cebpb,Elp4,Cebpb_Elp4
10601,Cebpb,Emc6,Cebpb_Emc6
10603,Cebpb,Emc9,Cebpb_Emc9
10604,Cebpb,Emilin3,Cebpb_Emilin3
10606,Cebpb,Eml6,Cebpb_Eml6
10608,Cebpb,Enc1,Cebpb_Enc1
10610,Cebpb,Enkd1,Cebpb_Enkd1
10612,Cebpb,Enpep,Cebpb_Enpep
10613,Cebpb,Enpp3,Cebpb_Enpp3
10616,Cebpb,Ensa,Cebpb_Ensa
10617,Cebpb,Entpd5,Cebpb_Entpd5
10618,Cebpb,Entpd6,Cebpb_Entpd6
10622,Cebpb,Epas1,Cebpb_Epas1
10623,Cebpb,Epb41,Cebpb_Epb41
10624,Cebpb,Epb41l2,Cebpb_Epb41l2
10628,Cebpb,Epgn,Cebpb_Epgn
10631,Cebpb,Ephx1,Cebpb_Ephx1
10632,Cebpb,Ephx2,Cebpb_Ephx2
10633,Cebpb,Epn1,Cebpb_Epn1
10636,Cebpb,Epp13,Cebpb_Epp13
10638,Cebpb,Eprs,Cebpb_Eprs
10640,Cebpb,Erbb3,Cebpb_Erbb3
10641,Cebpb,Ercc5,Cebpb_Ercc5
10646,Cebpb,Erlin1,Cebpb_Erlin1
10647,Cebpb,Ermard,Cebpb_Ermard
10648,Cebpb,Ern1,Cebpb_Ern1
10651,Cebpb,Errfi1,Cebpb_Errfi1
10654,Cebpb,Esr1,Cebpb_Esr1
10655,Cebpb,Esrp2,Cebpb_Esrp2
10656,Cebpb,Esrra,Cebpb_Esrra
10657,Cebpb,Esyt1,Cebpb_Esyt1
10658,Cebpb,Esyt2,Cebpb_Esyt2
10659,Cebpb,Etf1,Cebpb_Etf1
10661,Cebpb,Etfbkmt,Cebpb_Etfbkmt
10662,Cebpb,Etfrf1,Cebpb_Etfrf1
10663,Cebpb,Etnk2,Cebpb_Etnk2
10664,Cebpb,Etnppl,Cebpb_Etnppl
10665,Cebpb,Etohd2,Cebpb_Etohd2
10666,Cebpb,Ets2,Cebpb_Ets2
10667,Cebpb,Etv3,Cebpb_Etv3
10668,Cebpb,Etv6,Cebpb_Etv6
10669,Cebpb,Eva1a,Cebpb_Eva1a
10671,Cebpb,Evi5l,Cebpb_Evi5l
10673,Cebpb,Exoc3,Cebpb_Exoc3
10678,Cebpb,Exosc8,Cebpb_Exosc8
10679,Cebpb,Exosc9,Cebpb_Exosc9
10680,Cebpb,Ext1,Cebpb_Ext1
10681,Cebpb,Ext2,Cebpb_Ext2
10682,Cebpb,Extl1,Cebpb_Extl1
10685,Cebpb,F10,Cebpb_F10
10686,Cebpb,F11,Cebpb_F11
10687,Cebpb,F2,Cebpb_F2
10689,Cebpb,F630040K05Rik,Cebpb_F630040K05Rik
10690,Cebpb,F730035M05Rik,Cebpb_F730035M05Rik
10691,Cebpb,F9,Cebpb_F9
10692,Cebpb,Faah,Cebpb_Faah
10693,Cebpb,Fabp1,Cebpb_Fabp1
10694,Cebpb,Fabp12,Cebpb_Fabp12
10696,Cebpb,Fadd,Cebpb_Fadd
10699,Cebpb,Faf1,Cebpb_Faf1
10700,Cebpb,Faf2,Cebpb_Faf2
10701,Cebpb,Fah,Cebpb_Fah
10702,Cebpb,Fahd1,Cebpb_Fahd1
10704,Cebpb,Faim,Cebpb_Faim
10705,Cebpb,Fam103a1,Cebpb_Fam103a1
10706,Cebpb,Fam107a,Cebpb_Fam107a
10708,Cebpb,Fam110a,Cebpb_Fam110a
10709,Cebpb,Fam120c,Cebpb_Fam120c
10710,Cebpb,Fam124a,Cebpb_Fam124a
10711,Cebpb,Fam129b,Cebpb_Fam129b
10712,Cebpb,Fam131c,Cebpb_Fam131c
10713,Cebpb,Fam135a,Cebpb_Fam135a
10715,Cebpb,Fam13a,Cebpb_Fam13a
10716,Cebpb,Fam13b,Cebpb_Fam13b
10718,Cebpb,Fam160b1,Cebpb_Fam160b1
10719,Cebpb,Fam166b,Cebpb_Fam166b
10720,Cebpb,Fam168a,Cebpb_Fam168a
10721,Cebpb,Fam173b,Cebpb_Fam173b
10722,Cebpb,Fam174a,Cebpb_Fam174a
10723,Cebpb,Fam187b,Cebpb_Fam187b
10727,Cebpb,Fam209,Cebpb_Fam209
10729,Cebpb,Fam210a,Cebpb_Fam210a
10730,Cebpb,Fam210b,Cebpb_Fam210b
10731,Cebpb,Fam212b,Cebpb_Fam212b
10732,Cebpb,Fam214a,Cebpb_Fam214a
10733,Cebpb,Fam219aos,Cebpb_Fam219aos
10734,Cebpb,Fam222a,Cebpb_Fam222a
10736,Cebpb,Fam229b,Cebpb_Fam229b
10737,Cebpb,Fam234a,Cebpb_Fam234a
10739,Cebpb,Fam3c,Cebpb_Fam3c
10740,Cebpb,Fam46a,Cebpb_Fam46a
10741,Cebpb,Fam46b,Cebpb_Fam46b
10743,Cebpb,Fam53b,Cebpb_Fam53b
10744,Cebpb,Fam57b,Cebpb_Fam57b
10745,Cebpb,Fam71a,Cebpb_Fam71a
10747,Cebpb,Fam78a,Cebpb_Fam78a
10748,Cebpb,Fam81a,Cebpb_Fam81a
10749,Cebpb,Fam83a,Cebpb_Fam83a
10750,Cebpb,Fam83f,Cebpb_Fam83f
10754,Cebpb,Fam98a,Cebpb_Fam98a
10755,Cebpb,Fancl,Cebpb_Fancl
10756,Cebpb,Farp1,Cebpb_Farp1
10758,Cebpb,Farsb,Cebpb_Farsb
10759,Cebpb,Fasn,Cebpb_Fasn
10760,Cebpb,Fat1,Cebpb_Fat1
10763,Cebpb,Fbxl15,Cebpb_Fbxl15
10764,Cebpb,Fbxl5,Cebpb_Fbxl5
10766,Cebpb,Fbxo21,Cebpb_Fbxo21
10767,Cebpb,Fbxo31,Cebpb_Fbxo31
