"Peak1","Peak2","coaccess"
"chr11_128718565_128719467","chr11_128610841_128611714",0.00240081939274529
"chr11_128718565_128719467","chr11_128613330_128614231",-0.264714902841543
"chr11_128718565_128719467","chr11_128619724_128620615",0
"chr11_128718565_128719467","chr11_128624107_128624982",0.28456731765349
"chr11_128718565_128719467","chr11_128628405_128629239",0
"chr11_128718565_128719467","chr11_128630169_128631048",0.00836565651860468
"chr11_128718565_128719467","chr11_128631984_128632812",0.114656147715765
"chr11_128718565_128719467","chr11_128643400_128644283",-0.0942513980527224
"chr11_128718565_128719467","chr11_128653516_128654408",0.205052071441342
"chr11_128718565_128719467","chr11_128658217_128659073",0.0822761669821105
"chr11_128718565_128719467","chr11_128660704_128661623",0.0548434719930641
"chr11_128718565_128719467","chr11_128663802_128664602",0
"chr11_128718565_128719467","chr11_128669231_128670133",-0.162417451609637
"chr11_128718565_128719467","chr11_128677879_128678701",0
"chr11_128718565_128719467","chr11_128684635_128685313",-0.186975497370362
"chr11_128718565_128719467","chr11_128685715_128686496",0.101721820846527
"chr11_128718565_128719467","chr11_128686676_128687525",0.0849936946926567
"chr11_128718565_128719467","chr11_128692654_128693407",0.261694685712
"chr11_128718565_128719467","chr11_128693727_128694525",0.157159927837102
"chr11_128718565_128719467","chr11_128695608_128696497",0.123353883879572
"chr11_128718565_128719467","chr11_128699625_128700528",0.273598776824722
"chr11_128718565_128719467","chr11_128703388_128704277",0.435002168872486
"chr11_128718565_128719467","chr11_128705365_128706204",0.0693918903101527
"chr11_128718565_128719467","chr11_128707091_128707883",0.478592891293727
"chr11_128718565_128719467","chr11_128713337_128714200",0.577736590313671
"chr11_128718565_128719467","chr11_128716647_128717362",0.450349398677645
"chr11_128718565_128719467","chr11_128720324_128721193",0.140979661768654
"chr11_128718565_128719467","chr11_128725283_128726122",0.0537023787939855
"chr11_128718565_128719467","chr11_128726562_128727380",0.450821163836263
"chr11_128718565_128719467","chr11_128728761_128729708",0.123345826223022
"chr11_128718565_128719467","chr11_128730759_128731660",0
"chr11_128718565_128719467","chr11_128734167_128734984",0
"chr11_128718565_128719467","chr11_128735790_128736663",-0.126451728480178
"chr11_128718565_128719467","chr11_128738665_128739592",0.0852275912446581
"chr11_128718565_128719467","chr11_128745532_128746374",0
"chr11_128718565_128719467","chr11_128747441_128748365",0
"chr11_128718565_128719467","chr11_128757004_128757881",0.182756032626148
"chr11_128718565_128719467","chr11_128772532_128773420",0.185513393275212
"chr11_128718565_128719467","chr11_128776447_128777343",0.0739418177087455
"chr11_128718565_128719467","chr11_128802336_128802843",0.0704725887625047
"chr11_128718565_128719467","chr11_128802964_128803713",0.283851011393718
"chr11_128718565_128719467","chr11_128830021_128830745",0.360395320840951
"chr11_128718565_128719467","chr11_128830897_128831696",0.0825290103527891
"chr11_128718565_128719467","chr11_128837333_128838186",0.142539016085886
"chr11_128718565_128719467","chr11_128839859_128840734",0
"chr11_128718565_128719467","chr11_128841287_128842203",0.12098076919006
"chr11_128718565_128719467","chr11_128845123_128846013",-0.158018954951268
"chr11_128718565_128719467","chr11_128848526_128849406",0
"chr11_128718565_128719467","chr11_128856792_128857706",0.339688251128614
"chr11_128718565_128719467","chr11_128859550_128860442",-0.276091178675926
"chr11_128718565_128719467","chr11_128862088_128862987",0.101379214453065
"chr11_128718565_128719467","chr11_128866982_128867785",-0.140315707430324
"chr11_128718565_128719467","chr11_128868752_128869608",-0.294030875268695
"chr11_128718565_128719467","chr11_128884462_128885371",0.367734610122246
"chr11_128718565_128719467","chr11_128886270_128887145",0.0797308295781144
"chr11_128718565_128719467","chr11_128890471_128891366",0.0223820314501645
"chr11_128718565_128719467","chr11_128903437_128904298",0
"chr11_128718565_128719467","chr11_128905266_128905987",-0.203909780677159
"chr11_128718565_128719467","chr11_128908362_128909191",0.114981306396816
"chr11_128718565_128719467","chr11_128916477_128917425",0
"chr11_128718565_128719467","chr11_128928205_128928922",0.00826950347658843
"chr11_128718565_128719467","chr11_128929566_128930300",-0.0998614209793365
"chr11_128720324_128721193","chr11_128449147_128449883",0
"chr11_128720324_128721193","chr11_128464941_128465342",-0.018056331565704
"chr11_128720324_128721193","chr11_128469845_128470616",0.00216011931643037
"chr11_128720324_128721193","chr11_128471119_128471862",0.04622407330087
"chr11_128720324_128721193","chr11_128471994_128472845",0.0075000404234902
"chr11_128720324_128721193","chr11_128476461_128477358",0
"chr11_128720324_128721193","chr11_128482320_128483105",0.00028874264862918
"chr11_128720324_128721193","chr11_128483237_128483954",0.00503458659026864
"chr11_128720324_128721193","chr11_128488331_128489255",0.00601991056687922
"chr11_128720324_128721193","chr11_128492920_128493755",0
"chr11_128720324_128721193","chr11_128494330_128495120",0.018218602714448
"chr11_128720324_128721193","chr11_128496778_128497610",0
"chr11_128720324_128721193","chr11_128498464_128499376",0.00448803829136657
"chr11_128720324_128721193","chr11_128503356_128504284",0
"chr11_128720324_128721193","chr11_128512226_128513133",0.00335624482154122
"chr11_128720324_128721193","chr11_128521993_128522901",0.0234582557835404
"chr11_128720324_128721193","chr11_128525248_128526153",0.0372531845055521
"chr11_128720324_128721193","chr11_128527740_128528356",0.0206281198763574
"chr11_128720324_128721193","chr11_128544373_128545299",0.0491127183130723
"chr11_128720324_128721193","chr11_128548424_128549323",0.051515606075735
"chr11_128720324_128721193","chr11_128551465_128552251",0
"chr11_128720324_128721193","chr11_128552721_128553602",0
"chr11_128720324_128721193","chr11_128563758_128564671",0
"chr11_128720324_128721193","chr11_128565642_128566554",0.00825895785406806
"chr11_128720324_128721193","chr11_128567999_128568808",-0.11992573469613
"chr11_128720324_128721193","chr11_128575556_128576368",0
"chr11_128720324_128721193","chr11_128579599_128580473",0.0757517330982916
"chr11_128720324_128721193","chr11_128582529_128583435",0.0432736238260963
"chr11_128720324_128721193","chr11_128603822_128604728",0
"chr11_128720324_128721193","chr11_128610841_128611714",0.00166565234292038
"chr11_128720324_128721193","chr11_128613330_128614231",-0.183655213489328
"chr11_128720324_128721193","chr11_128619724_128620615",0
"chr11_128720324_128721193","chr11_128624107_128624982",0.0662987039753583
"chr11_128720324_128721193","chr11_128628405_128629239",0
"chr11_128720324_128721193","chr11_128630169_128631048",0.00580396652175799
"chr11_128720324_128721193","chr11_128631984_128632812",0.0317523685624215
"chr11_128720324_128721193","chr11_128643400_128644283",-0.0313269262776872
"chr11_128720324_128721193","chr11_128653516_128654408",0.0409523645272988
"chr11_128720324_128721193","chr11_128658217_128659073",0.0309791655497159
"chr11_128720324_128721193","chr11_128660704_128661623",0.0283708652042917
"chr11_128720324_128721193","chr11_128663802_128664602",0
"chr11_128720324_128721193","chr11_128669231_128670133",-0.0374247884809601
"chr11_128720324_128721193","chr11_128677879_128678701",0
"chr11_128720324_128721193","chr11_128684635_128685313",-0.027898406507971
"chr11_128720324_128721193","chr11_128685715_128686496",0.0268853361961733
"chr11_128720324_128721193","chr11_128686676_128687525",0.0201326889602588
"chr11_128720324_128721193","chr11_128692654_128693407",0.0732738642671265
"chr11_128720324_128721193","chr11_128693727_128694525",0.0343585601596387
"chr11_128720324_128721193","chr11_128695608_128696497",0.0323760205987337
"chr11_128720324_128721193","chr11_128699625_128700528",0.0623712854709415
"chr11_128720324_128721193","chr11_128703388_128704277",0.14972919518208
"chr11_128720324_128721193","chr11_128705365_128706204",0.0142827715555129
"chr11_128720324_128721193","chr11_128707091_128707883",0.10255492957596
"chr11_128720324_128721193","chr11_128713337_128714200",0.114733552695975
"chr11_128720324_128721193","chr11_128716647_128717362",0.0850680030438673
"chr11_128720324_128721193","chr11_128718565_128719467",0.140979661768654
"chr11_128720324_128721193","chr11_128725283_128726122",0.0188485861166319
"chr11_128720324_128721193","chr11_128726562_128727380",0.158230263176343
"chr11_128720324_128721193","chr11_128728761_128729708",0.0343103531392609
"chr11_128720324_128721193","chr11_128730759_128731660",0
"chr11_128720324_128721193","chr11_128734167_128734984",0
"chr11_128720324_128721193","chr11_128735790_128736663",-0.0404960288269661
"chr11_128720324_128721193","chr11_128738665_128739592",0.0321664123169031
"chr11_128720324_128721193","chr11_128745532_128746374",0
"chr11_128720324_128721193","chr11_128747441_128748365",0
"chr11_128720324_128721193","chr11_128757004_128757881",0.0390472994442275
"chr11_128720324_128721193","chr11_128772532_128773420",0.0468655582706886
"chr11_128720324_128721193","chr11_128776447_128777343",0.0310908376224962
"chr11_128720324_128721193","chr11_128802336_128802843",0.0186233768084397
"chr11_128720324_128721193","chr11_128802964_128803713",0.0555554123280767
"chr11_128720324_128721193","chr11_128830021_128830745",0.0969571685607884
"chr11_128720324_128721193","chr11_128830897_128831696",0.0236584096841623
"chr11_128720324_128721193","chr11_128837333_128838186",0.0357602339651863
"chr11_128720324_128721193","chr11_128839859_128840734",0
"chr11_128720324_128721193","chr11_128841287_128842203",0.0306906896289518
"chr11_128720324_128721193","chr11_128845123_128846013",-0.026014473815139
"chr11_128720324_128721193","chr11_128848526_128849406",0
"chr11_128720324_128721193","chr11_128856792_128857706",0.0678250496233126
"chr11_128720324_128721193","chr11_128859550_128860442",-0.074812057086412
"chr11_128720324_128721193","chr11_128862088_128862987",0.0250624953963773
"chr11_128720324_128721193","chr11_128866982_128867785",-0.0260189678900743
"chr11_128720324_128721193","chr11_128868752_128869608",-0.10471060413558
"chr11_128720324_128721193","chr11_128884462_128885371",0.0891274698916064
"chr11_128720324_128721193","chr11_128886270_128887145",0.026934279340823
"chr11_128720324_128721193","chr11_128890471_128891366",0.0085957391495965
"chr11_128720324_128721193","chr11_128903437_128904298",0
"chr11_128720324_128721193","chr11_128905266_128905987",-0.0316640102123717
"chr11_128720324_128721193","chr11_128908362_128909191",0.0592314161012987
"chr11_128720324_128721193","chr11_128916477_128917425",0
"chr11_128720324_128721193","chr11_128928205_128928922",0.00568978741539958
"chr11_128720324_128721193","chr11_128929566_128930300",-0.0696688859390522
"chr11_128725283_128726122","chr11_128449147_128449883",0
"chr11_128725283_128726122","chr11_128464941_128465342",-0.00749070306171709
"chr11_128725283_128726122","chr11_128469845_128470616",0.000671603589628753
"chr11_128725283_128726122","chr11_128471119_128471862",0.0143715457382363
"chr11_128725283_128726122","chr11_128471994_128472845",0.0032532891098638
"chr11_128725283_128726122","chr11_128476461_128477358",0
"chr11_128725283_128726122","chr11_128482320_128483105",5.09892620308621e-05
"chr11_128725283_128726122","chr11_128483237_128483954",0.000889061093285073
"chr11_128725283_128726122","chr11_128488331_128489255",0.00453201386078263
"chr11_128725283_128726122","chr11_128492920_128493755",0
"chr11_128725283_128726122","chr11_128494330_128495120",0.00852959836483911
"chr11_128725283_128726122","chr11_128496778_128497610",0
"chr11_128725283_128726122","chr11_128498464_128499376",0.00337876310922354
"chr11_128725283_128726122","chr11_128503356_128504284",0
"chr11_128725283_128726122","chr11_128512226_128513133",0.000962636652926702
"chr11_128725283_128726122","chr11_128521993_128522901",0.00258939826661205
"chr11_128725283_128726122","chr11_128525248_128526153",0.0201698264125375
"chr11_128725283_128726122","chr11_128527740_128528356",0.0136108033095747
"chr11_128725283_128726122","chr11_128544373_128545299",0.0109295311535376
"chr11_128725283_128726122","chr11_128548424_128549323",0.021438383833799
"chr11_128725283_128726122","chr11_128551465_128552251",0
"chr11_128725283_128726122","chr11_128552721_128553602",0
"chr11_128725283_128726122","chr11_128563758_128564671",0
"chr11_128725283_128726122","chr11_128565642_128566554",0.00236883089564513
"chr11_128725283_128726122","chr11_128567999_128568808",-0.034397049912442
"chr11_128725283_128726122","chr11_128575556_128576368",0
"chr11_128725283_128726122","chr11_128579599_128580473",0.0246556571826351
"chr11_128725283_128726122","chr11_128582529_128583435",0.0173536735284411
"chr11_128725283_128726122","chr11_128603822_128604728",0
"chr11_128725283_128726122","chr11_128610841_128611714",0.000239581569472724
"chr11_128725283_128726122","chr11_128613330_128614231",-0.0264163193938034
"chr11_128725283_128726122","chr11_128619724_128620615",0
"chr11_128725283_128726122","chr11_128624107_128624982",0.0241045748179262
"chr11_128725283_128726122","chr11_128628405_128629239",0
"chr11_128725283_128726122","chr11_128630169_128631048",0.000834822113005849
"chr11_128725283_128726122","chr11_128631984_128632812",0.0199150316752735
"chr11_128725283_128726122","chr11_128643400_128644283",-0.0168001408653032
"chr11_128725283_128726122","chr11_128653516_128654408",0.0192226388136458
"chr11_128725283_128726122","chr11_128658217_128659073",0.0144034952127359
"chr11_128725283_128726122","chr11_128660704_128661623",0.00542534511988084
"chr11_128725283_128726122","chr11_128663802_128664602",0
"chr11_128725283_128726122","chr11_128669231_128670133",-0.0158906218891985
"chr11_128725283_128726122","chr11_128677879_128678701",0
"chr11_128725283_128726122","chr11_128684635_128685313",-0.0118532595026149
"chr11_128725283_128726122","chr11_128685715_128686496",0.00966649929378845
"chr11_128725283_128726122","chr11_128686676_128687525",0.0119586004430791
"chr11_128725283_128726122","chr11_128692654_128693407",0.0235657033693701
"chr11_128725283_128726122","chr11_128693727_128694525",0.0175956376330363
"chr11_128725283_128726122","chr11_128695608_128696497",0.0148445917985601
"chr11_128725283_128726122","chr11_128699625_128700528",0.0298109458661542
"chr11_128725283_128726122","chr11_128703388_128704277",0.0426606506798338
"chr11_128725283_128726122","chr11_128705365_128706204",0.00611006292085955
"chr11_128725283_128726122","chr11_128707091_128707883",0.04336135961378
"chr11_128725283_128726122","chr11_128713337_128714200",0.0496098617703983
"chr11_128725283_128726122","chr11_128716647_128717362",0.0363131078990518
"chr11_128725283_128726122","chr11_128718565_128719467",0.0537023787939855
"chr11_128725283_128726122","chr11_128720324_128721193",0.0188485861166319
"chr11_128725283_128726122","chr11_128726562_128727380",0.119121246076837
"chr11_128725283_128726122","chr11_128728761_128729708",0.0149735646632735
"chr11_128725283_128726122","chr11_128730759_128731660",0
"chr11_128725283_128726122","chr11_128734167_128734984",0
"chr11_128725283_128726122","chr11_128735790_128736663",-0.021325287824998
"chr11_128725283_128726122","chr11_128738665_128739592",0.0162837098728382
"chr11_128725283_128726122","chr11_128745532_128746374",0
"chr11_128725283_128726122","chr11_128747441_128748365",0
"chr11_128725283_128726122","chr11_128757004_128757881",0.0161143432165267
"chr11_128725283_128726122","chr11_128772532_128773420",0.0163268325050655
"chr11_128725283_128726122","chr11_128776447_128777343",0.00821316672437039
"chr11_128725283_128726122","chr11_128802336_128802843",0.0102101790241051
"chr11_128725283_128726122","chr11_128802964_128803713",0.0260229824951953
"chr11_128725283_128726122","chr11_128830021_128830745",0.0330187928726336
"chr11_128725283_128726122","chr11_128830897_128831696",0.00785862750044484
"chr11_128725283_128726122","chr11_128837333_128838186",0.0192282045723659
"chr11_128725283_128726122","chr11_128839859_128840734",0
"chr11_128725283_128726122","chr11_128841287_128842203",0.0176196786193417
"chr11_128725283_128726122","chr11_128845123_128846013",-0.0106602331244406
"chr11_128725283_128726122","chr11_128848526_128849406",0
"chr11_128725283_128726122","chr11_128856792_128857706",0.0283937592882511
"chr11_128725283_128726122","chr11_128859550_128860442",-0.0285688703548661
"chr11_128725283_128726122","chr11_128862088_128862987",0.0127545771556248
"chr11_128725283_128726122","chr11_128866982_128867785",-0.0127178344627186
"chr11_128725283_128726122","chr11_128868752_128869608",-0.0313039832884004
"chr11_128725283_128726122","chr11_128884462_128885371",0.0426702403376645
"chr11_128725283_128726122","chr11_128886270_128887145",0.0140422722630692
"chr11_128725283_128726122","chr11_128890471_128891366",0.00482951325898278
"chr11_128725283_128726122","chr11_128903437_128904298",0
"chr11_128725283_128726122","chr11_128905266_128905987",-0.012455899757669
"chr11_128725283_128726122","chr11_128908362_128909191",0.0172220942959051
"chr11_128725283_128726122","chr11_128916477_128917425",0
"chr11_128725283_128726122","chr11_128928205_128928922",0.000908099204326177
"chr11_128725283_128726122","chr11_128929566_128930300",-0.0113595138050727
"chr11_128726562_128727380","chr11_128449147_128449883",0
"chr11_128726562_128727380","chr11_128464941_128465342",-0.0628830146461476
"chr11_128726562_128727380","chr11_128469845_128470616",0.00563798324604117
"chr11_128726562_128727380","chr11_128471119_128471862",0.12064636839818
"chr11_128726562_128727380","chr11_128471994_128472845",0.0273107377315825
"chr11_128726562_128727380","chr11_128476461_128477358",0
"chr11_128726562_128727380","chr11_128482320_128483105",0.000428045069289938
"chr11_128726562_128727380","chr11_128483237_128483954",0.00746349725649782
"chr11_128726562_128727380","chr11_128488331_128489255",0.0380453866127234
"chr11_128726562_128727380","chr11_128492920_128493755",0
"chr11_128726562_128727380","chr11_128494330_128495120",0.0716043413392204
"chr11_128726562_128727380","chr11_128496778_128497610",0
"chr11_128726562_128727380","chr11_128498464_128499376",0.0283640678762219
"chr11_128726562_128727380","chr11_128503356_128504284",0
"chr11_128726562_128727380","chr11_128512226_128513133",0.00808114995964506
"chr11_128726562_128727380","chr11_128521993_128522901",0.0217375015112066
"chr11_128726562_128727380","chr11_128525248_128526153",0.169321821898398
"chr11_128726562_128727380","chr11_128527740_128528356",0.114260081705284
"chr11_128726562_128727380","chr11_128544373_128545299",0.0917513165240705
"chr11_128726562_128727380","chr11_128548424_128549323",0.1799711179983
"chr11_128726562_128727380","chr11_128551465_128552251",0
"chr11_128726562_128727380","chr11_128552721_128553602",0
"chr11_128726562_128727380","chr11_128563758_128564671",0
"chr11_128726562_128727380","chr11_128565642_128566554",0.0198858807614987
"chr11_128726562_128727380","chr11_128567999_128568808",-0.288756632802975
"chr11_128726562_128727380","chr11_128575556_128576368",0
"chr11_128726562_128727380","chr11_128579599_128580473",0.206979510327918
"chr11_128726562_128727380","chr11_128582529_128583435",0.145680758890379
"chr11_128726562_128727380","chr11_128603822_128604728",0
"chr11_128726562_128727380","chr11_128610841_128611714",0.00201124129710822
"chr11_128726562_128727380","chr11_128613330_128614231",-0.221759931698196
"chr11_128726562_128727380","chr11_128619724_128620615",0
"chr11_128726562_128727380","chr11_128624107_128624982",0.202353279635591
"chr11_128726562_128727380","chr11_128628405_128629239",0
"chr11_128726562_128727380","chr11_128630169_128631048",0.00700817142617332
"chr11_128726562_128727380","chr11_128631984_128632812",0.167182868977275
"chr11_128726562_128727380","chr11_128643400_128644283",-0.141033958412982
"chr11_128726562_128727380","chr11_128653516_128654408",0.161370363782516
"chr11_128726562_128727380","chr11_128658217_128659073",0.120914578105111
"chr11_128726562_128727380","chr11_128660704_128661623",0.0455447310917258
"chr11_128726562_128727380","chr11_128663802_128664602",0
"chr11_128726562_128727380","chr11_128669231_128670133",-0.133398721156329
"chr11_128726562_128727380","chr11_128677879_128678701",0
"chr11_128726562_128727380","chr11_128684635_128685313",-0.0995058387398768
"chr11_128726562_128727380","chr11_128685715_128686496",0.0811484064526428
"chr11_128726562_128727380","chr11_128686676_128687525",0.100390155718867
"chr11_128726562_128727380","chr11_128692654_128693407",0.197829557240943
"chr11_128726562_128727380","chr11_128693727_128694525",0.147712001112602
"chr11_128726562_128727380","chr11_128695608_128696497",0.124617499291309
"chr11_128726562_128727380","chr11_128699625_128700528",0.250257169463499
"chr11_128726562_128727380","chr11_128703388_128704277",0.358127975359797
"chr11_128726562_128727380","chr11_128705365_128706204",0.0512928056252733
"chr11_128726562_128727380","chr11_128707091_128707883",0.364010292385714
"chr11_128726562_128727380","chr11_128713337_128714200",0.41646526882701
"chr11_128726562_128727380","chr11_128716647_128717362",0.304841571885746
"chr11_128726562_128727380","chr11_128718565_128719467",0.450821163836263
"chr11_128726562_128727380","chr11_128720324_128721193",0.158230263176343
"chr11_128726562_128727380","chr11_128725283_128726122",0.119121246076837
"chr11_128726562_128727380","chr11_128728761_128729708",0.125700201739118
"chr11_128726562_128727380","chr11_128730759_128731660",0
"chr11_128726562_128727380","chr11_128734167_128734984",0
"chr11_128726562_128727380","chr11_128735790_128736663",-0.179021698708915
"chr11_128726562_128727380","chr11_128738665_128739592",0.136698619340623
"chr11_128726562_128727380","chr11_128745532_128746374",0
"chr11_128726562_128727380","chr11_128747441_128748365",0
"chr11_128726562_128727380","chr11_128757004_128757881",0.135276818764408
"chr11_128726562_128727380","chr11_128772532_128773420",0.137060625562414
"chr11_128726562_128727380","chr11_128776447_128777343",0.0689479584445636
"chr11_128726562_128727380","chr11_128802336_128802843",0.0857124934499026
"chr11_128726562_128727380","chr11_128802964_128803713",0.218457943920513
"chr11_128726562_128727380","chr11_128830021_128830745",0.277186429458062
"chr11_128726562_128727380","chr11_128830897_128831696",0.0659716697000951
"chr11_128726562_128727380","chr11_128837333_128838186",0.161417087258834
"chr11_128726562_128727380","chr11_128839859_128840734",0
"chr11_128726562_128727380","chr11_128841287_128842203",0.147913820578879
"chr11_128726562_128727380","chr11_128845123_128846013",-0.0894906112513668
"chr11_128726562_128727380","chr11_128848526_128849406",0
"chr11_128726562_128727380","chr11_128856792_128857706",0.238360160117333
"chr11_128726562_128727380","chr11_128859550_128860442",-0.239830183915624
"chr11_128726562_128727380","chr11_128862088_128862987",0.107072227463081
"chr11_128726562_128727380","chr11_128866982_128867785",-0.106763779607504
"chr11_128726562_128727380","chr11_128868752_128869608",-0.262790932091227
"chr11_128726562_128727380","chr11_128884462_128885371",0.358208478696914
"chr11_128726562_128727380","chr11_128886270_128887145",0.117882180765734
"chr11_128726562_128727380","chr11_128890471_128891366",0.0405428369668631
"chr11_128726562_128727380","chr11_128903437_128904298",0
"chr11_128726562_128727380","chr11_128905266_128905987",-0.104564888027066
"chr11_128726562_128727380","chr11_128908362_128909191",0.144576176484892
"chr11_128726562_128727380","chr11_128916477_128917425",0
"chr11_128726562_128727380","chr11_128928205_128928922",0.00762331854504295
"chr11_128726562_128727380","chr11_128929566_128930300",-0.095360938364811
"chr11_128728761_128729708","chr11_128449147_128449883",0
"chr11_128728761_128729708","chr11_128464941_128465342",-0.0154442463842389
"chr11_128728761_128729708","chr11_128469845_128470616",0.00126576302833173
"chr11_128728761_128729708","chr11_128471119_128471862",0.027085875561644
"chr11_128728761_128729708","chr11_128471994_128472845",0.00482941746498282
"chr11_128728761_128729708","chr11_128476461_128477358",0
"chr11_128728761_128729708","chr11_128482320_128483105",0.000279902174400353
"chr11_128728761_128729708","chr11_128483237_128483954",0.00488044194549483
"chr11_128728761_128729708","chr11_128488331_128489255",0.00478231223194119
"chr11_128728761_128729708","chr11_128492920_128493755",0
"chr11_128728761_128729708","chr11_128494330_128495120",0.0147385654051775
"chr11_128728761_128729708","chr11_128496778_128497610",0
"chr11_128728761_128729708","chr11_128498464_128499376",0.0035653686512073
"chr11_128728761_128729708","chr11_128503356_128504284",0
"chr11_128728761_128729708","chr11_128512226_128513133",0.00310332746475902
"chr11_128728761_128729708","chr11_128521993_128522901",0.0105268213075384
"chr11_128728761_128729708","chr11_128525248_128526153",0.027467894965692
"chr11_128728761_128729708","chr11_128527740_128528356",0.0157853703056272
"chr11_128728761_128729708","chr11_128544373_128545299",0.0233807891258142
"chr11_128728761_128729708","chr11_128548424_128549323",0.0366551264971616
"chr11_128728761_128729708","chr11_128551465_128552251",0
"chr11_128728761_128729708","chr11_128552721_128553602",0
"chr11_128728761_128729708","chr11_128563758_128564671",0
"chr11_128728761_128729708","chr11_128565642_128566554",0.00763658074881793
"chr11_128728761_128729708","chr11_128567999_128568808",-0.110888392101094
"chr11_128728761_128729708","chr11_128575556_128576368",0
"chr11_128728761_128729708","chr11_128579599_128580473",0.0428815624753518
"chr11_128728761_128729708","chr11_128582529_128583435",0.0273496654389484
"chr11_128728761_128729708","chr11_128603822_128604728",0
"chr11_128728761_128729708","chr11_128610841_128611714",0.000583879167628506
"chr11_128728761_128729708","chr11_128613330_128614231",-0.0643786523871929
"chr11_128728761_128729708","chr11_128619724_128620615",0
"chr11_128728761_128729708","chr11_128624107_128624982",0.0478906829061558
"chr11_128728761_128729708","chr11_128628405_128629239",0
"chr11_128728761_128729708","chr11_128630169_128631048",0.00203452728660423
"chr11_128728761_128729708","chr11_128631984_128632812",0.0251791026897676
"chr11_128728761_128729708","chr11_128643400_128644283",-0.0232671224431029
"chr11_128728761_128729708","chr11_128653516_128654408",0.033892882929392
"chr11_128728761_128729708","chr11_128658217_128659073",0.0208639104899199
"chr11_128728761_128729708","chr11_128660704_128661623",0.0129567923373951
"chr11_128728761_128729708","chr11_128663802_128664602",0
"chr11_128728761_128729708","chr11_128669231_128670133",-0.0304299479795995
"chr11_128728761_128729708","chr11_128677879_128678701",0
"chr11_128728761_128729708","chr11_128684635_128685313",-0.0243351698697206
"chr11_128728761_128729708","chr11_128685715_128686496",0.0178365563221111
"chr11_128728761_128729708","chr11_128686676_128687525",0.0162016288718348
"chr11_128728761_128729708","chr11_128692654_128693407",0.0499370012138283
"chr11_128728761_128729708","chr11_128693727_128694525",0.0275661660030851
"chr11_128728761_128729708","chr11_128695608_128696497",0.0238922247416553
"chr11_128728761_128729708","chr11_128699625_128700528",0.0492970440262847
"chr11_128728761_128729708","chr11_128703388_128704277",0.0999553752416773
"chr11_128728761_128729708","chr11_128705365_128706204",0.0113528861310635
"chr11_128728761_128729708","chr11_128707091_128707883",0.0803198770566165
"chr11_128728761_128729708","chr11_128713337_128714200",0.0924347573285792
"chr11_128728761_128729708","chr11_128716647_128717362",0.069689444460648
"chr11_128728761_128729708","chr11_128718565_128719467",0.123345826223022
"chr11_128728761_128729708","chr11_128720324_128721193",0.0343103531392609
"chr11_128728761_128729708","chr11_128725283_128726122",0.0149735646632735
"chr11_128728761_128729708","chr11_128726562_128727380",0.125700201739118
"chr11_128728761_128729708","chr11_128730759_128731660",0
"chr11_128728761_128729708","chr11_128734167_128734984",0
"chr11_128728761_128729708","chr11_128735790_128736663",-0.0435418145535502
"chr11_128728761_128729708","chr11_128738665_128739592",0.0264628143985263
"chr11_128728761_128729708","chr11_128745532_128746374",0
"chr11_128728761_128729708","chr11_128747441_128748365",0
"chr11_128728761_128729708","chr11_128757004_128757881",0.0305283697068924
"chr11_128728761_128729708","chr11_128772532_128773420",0.0347007046579549
"chr11_128728761_128729708","chr11_128776447_128777343",0.0169609362125067
"chr11_128728761_128729708","chr11_128802336_128802843",0.0145002760458476
"chr11_128728761_128729708","chr11_128802964_128803713",0.045237078751459
"chr11_128728761_128729708","chr11_128830021_128830745",0.0683126530070004
"chr11_128728761_128729708","chr11_128830897_128831696",0.01748089421157
"chr11_128728761_128729708","chr11_128837333_128838186",0.0278790069895838
"chr11_128728761_128729708","chr11_128839859_128840734",0
"chr11_128728761_128729708","chr11_128841287_128842203",0.0243352213354588
"chr11_128728761_128729708","chr11_128845123_128846013",-0.0219090528628278
"chr11_128728761_128729708","chr11_128848526_128849406",0
"chr11_128728761_128729708","chr11_128856792_128857706",0.054127197102871
"chr11_128728761_128729708","chr11_128859550_128860442",-0.0561013207525409
"chr11_128728761_128729708","chr11_128862088_128862987",0.0195605154706412
"chr11_128728761_128729708","chr11_128866982_128867785",-0.0214810972891564
"chr11_128728761_128729708","chr11_128868752_128869608",-0.0676731193529923
"chr11_128728761_128729708","chr11_128884462_128885371",0.0675419984548079
"chr11_128728761_128729708","chr11_128886270_128887145",0.0194191369480913
"chr11_128728761_128729708","chr11_128890471_128891366",0.00728730657870898
"chr11_128728761_128729708","chr11_128903437_128904298",0
"chr11_128728761_128729708","chr11_128905266_128905987",-0.026961195004796
"chr11_128728761_128729708","chr11_128908362_128909191",0.0287044444884324
"chr11_128728761_128729708","chr11_128916477_128917425",0
"chr11_128728761_128729708","chr11_128928205_128928922",0.00218528948776498
"chr11_128728761_128729708","chr11_128929566_128930300",-0.0286943587128344
"chr11_128730759_128731660","chr11_128449147_128449883",0
"chr11_128730759_128731660","chr11_128464941_128465342",0
"chr11_128730759_128731660","chr11_128469845_128470616",0
"chr11_128730759_128731660","chr11_128471119_128471862",0
"chr11_128730759_128731660","chr11_128471994_128472845",0
"chr11_128730759_128731660","chr11_128476461_128477358",0
"chr11_128730759_128731660","chr11_128482320_128483105",0
"chr11_128730759_128731660","chr11_128483237_128483954",0
"chr11_128730759_128731660","chr11_128488331_128489255",0
