"gene","Chr","Starts","Ends","Peak1","Peak2","Importance","function_type"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33219354_33220099",0.00461557920013274,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33063091_33063854",0.00440543803190701,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33440958_33441866",0.0040401387502282,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33416045_33416909",0.00360874368791622,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33223631_33224532",0.00265667501888009,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33402137_33403038",0.00260900139400198,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33134434_33135355",0.00253746251231399,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33124426_33125169",0.00208191637452921,"MC"
"CEBPA","chr19",33302534,33302534,"chr19_33302178_33303078","chr19_33447269_33448157",0.0008670307420498,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13069403_13070281",0.608598854441615,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12947652_12948546",0.085931301920647,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12933292_12934172",0.0533177393259115,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12872675_12873569",0.0298528899735298,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12890565_12891486",0.0200497697970934,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13117811_13118677",0.011914987735424,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12733068_12733653",0.0113698558179508,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12840419_12841243",0.00881271380686968,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12784405_12785265",0.00757415175915099,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12969300_12970189",0.00751248693330251,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13100158_13100815",0.00747889705710721,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12664908_12665729",0.00747542610831822,"HC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12801428_12802352",0.00611861804088522,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13102520_13103447",0.00588149984260014,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13077084_13077975",0.00502700235871222,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12995143_12996009",0.00495986569764365,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12716682_12717565",0.00491839621094221,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13093507_13094384",0.00480488604192121,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12656749_12657572",0.00467480401819539,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13116315_13117179",0.00434001609713694,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13104227_13105059",0.00430454088026785,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12734266_12735172",0.00374245043020895,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12806107_12807016",0.00366114053758243,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12945380_12946248",0.00347457646816537,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12789607_12790500",0.00333532018757671,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12883373_12884221",0.00298204628003512,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13061058_13061947",0.00292305998025716,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13012822_13013704",0.00283229058909628,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12757334_12758241",0.0027720872454752,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12956766_12957671",0.0027350777106043,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12728457_12729333",0.0027221680462637,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12799939_12800722",0.00272037098559922,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13043984_13044860",0.00261072931141341,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12736814_12737726",0.0025442285333492,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12676082_12676983",0.00248441396497426,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12647322_12648192",0.00241608905116712,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12765729_12766648",0.00240594543022807,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12669049_12669953",0.00212060155982135,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12639824_12640722",0.0020273492695652,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12666273_12667187",0.00198476226853436,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12775190_12776093",0.00198109378607444,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12830247_12830961",0.00195564302166533,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12786037_12786876",0.00194869597600905,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13033811_13034677",0.00192821329782527,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12791090_12791921",0.00190493349710059,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12838008_12838887",0.00188104851117176,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13011679_13012378",0.00164331750089988,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12964982_12965838",0.0016300141039044,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12977598_12978502",0.00154650293113237,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12828189_12829114",0.00141019421137259,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12777440_12778203",0.00133876071628763,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13029657_13030535",0.00127440554285551,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12702849_12703698",0.00125529883159855,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12769435_12770319",0.00115743882059779,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12796194_12797064",0.00111315752979882,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12983254_12984155",0.00101560630816105,"MC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12881053_12881959",0.000949417751512018,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12722242_12723115",0.00093957224244023,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12937972_12938881",0.000916182139371317,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12913766_12914664",0.000842477483744716,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13015429_13016289",0.000795407888872298,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12825255_12826152",0.000758736935484153,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12985044_12985991",0.000712886481820087,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12696206_12697097",0.000706265433455168,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13132301_13133181",0.000664214690580173,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12782066_12782987",0.000647166447963396,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13009934_13010839",0.000639229207580766,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13099261_13100016",0.000635479404550733,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12793306_12794181",0.000620335140557867,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12832205_12833083",0.000597162639131749,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12833609_12834367",0.000554436878323869,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12671757_12672650",0.00054346603747046,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12885072_12885975",0.000512802796119118,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12899686_12900607",0.00050563371575262,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13089035_13089880",0.000501474735832828,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12689367_12690279",0.000457172852720673,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12918900_12919804",0.000421065613905954,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13051400_13052265",0.000367796493412811,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12952636_12953484",0.000365517658421114,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12867211_12868099",0.000327777144099556,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13014001_13014888",0.000304199255341313,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12912730_12913335",0.000276204887413687,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12729850_12730712",0.00024489551456879,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12847321_12848223",0.000237811210658307,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13079203_13080055",0.000231715027942636,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12681418_12682203",0.00022295361835871,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12929883_12930754",0.000219610084507546,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12760323_12761213",0.000212066910451529,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12851727_12852576",0.000207918059852458,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12723737_12724458",0.000164218644903126,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13024351_13025116",0.000112751995323416,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_12928111_12929021",0.000108774675833128,"LC"
"KLF1","chr19",12887201,12887201,"chr19_12887073_12888012","chr19_13121920_13122862",7.74660001238331e-05,"LC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92298464_92299397",0.159989630775677,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92583664_92584484",0.123373902621155,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92315631_92316549",0.0933315478914655,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92485523_92486332",0.0858547825511263,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92599023_92599864",0.0608433537094861,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92478670_92479379",0.0523864977829184,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92459604_92460512",0.0414272997211195,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92563235_92564161",0.0358447878321741,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92475933_92476820",0.0327054930624437,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92461495_92462404",0.0312239626521472,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92482886_92483835",0.0303307894236834,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92365493_92366362",0.0277136461547313,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92484456_92485259",0.02689121374402,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92501990_92502889",0.0240446547334096,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92309860_92310753",0.0210589840619561,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92317563_92318483",0.0170560383407186,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92482262_92482692",0.0169024361866516,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92367312_92368133",0.0146092132276709,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92466614_92467448",0.0130012329656025,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92473729_92474539",0.012894858408456,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92291144_92292002",0.0112677245085752,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92536675_92537478",0.00979944108627884,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92464522_92465365",0.00961102444331794,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92544457_92545347",0.00943853198195635,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92537978_92538698",0.00843519424844016,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92728422_92729338",0.00835250297975168,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92623027_92623905",0.00728956888687901,"HC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92504403_92505238",0.00571900304539824,"MC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92612558_92613453",0.00379822613047218,"MC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92311717_92312595",0.00262428199471211,"MC"
"GFI1","chr1",92486925,92486925,"chr1_92486707_92487487","chr1_92410428_92411258",0.00218017484760539,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88491356_88492252",0.388520573002332,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88511613_88512480",0.126212575695675,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88569884_88570772",0.0569722402862768,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88523449_88524266",0.0343775302249827,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88461619_88462477",0.0305895364347208,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88662837_88663719",0.0304321426356603,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88598906_88599826",0.0181387369353578,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88442740_88443643",0.0177094801261459,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88505164_88506051",0.017073219343903,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88591322_88592255",0.0147275929167477,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88561686_88562569",0.0136843409388315,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88458232_88459068",0.0135637741497937,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88686103_88687008",0.012780481844259,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88533874_88534741",0.012166586134166,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88516204_88516999",0.0121091154510373,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88455894_88456643",0.0115636286854266,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88469701_88470569",0.0109248278832611,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88430294_88431174",0.00986783531564291,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88437095_88437996",0.00930789972758078,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88636862_88637746",0.00901811777309569,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88477773_88478676",0.00899696369151123,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88552472_88553275",0.00889400435555149,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88633935_88634665",0.00771982932406352,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88700603_88701485",0.00722298109829631,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88479629_88480351",0.00717301025024036,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88540616_88541309",0.00714474706384235,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88527152_88528060",0.00695750256593227,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88558739_88559627",0.00673264850452941,"HC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88264810_88265466",0.00630501035689469,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88409818_88410629",0.00614442623160614,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88681541_88682445",0.0061091124133145,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88448256_88448994",0.00592720315948887,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88619683_88620597",0.00582987033926133,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88347763_88348638",0.00539118299566804,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88650825_88651768",0.00534648236106598,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88691621_88692534",0.00522224871882665,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88468282_88469205",0.00463573800838136,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88684870_88685646",0.00461455168471957,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88547837_88548790",0.00460668243194725,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88382895_88383535",0.00398864170225168,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88407588_88408481",0.00349586062327322,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88238434_88239259",0.00265910330286129,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88601768_88602641",0.00263134642637256,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88639319_88640214",0.0025651936075897,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88604724_88605486",0.00218072159026644,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88560448_88561149",0.00191371183246712,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88628317_88629087",0.00179869641872707,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88549858_88550727",0.00160313346486559,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88384377_88385017",0.00151134532560618,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88653374_88654283",0.00134362531818563,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88424700_88425569",0.00122569759782497,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88600353_88600961",0.00105159365909287,"MC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88265573_88265858",0.000940627904913186,"LC"
"ZFPM1","chr16",88453208,88453208,"chr16_88452604_88453487","chr16_88596143_88596941",0.000376270165664244,"LC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47180904_47181808",0.694940176380371,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47192595_47193507",0.0266946948075742,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47262649_47263514",0.0247802985924854,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47313847_47314760",0.0235151478032809,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47213090_47214004",0.0225984517545101,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47437367_47438299",0.0212444584468858,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47432145_47433085",0.0176572181246003,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47436154_47436855",0.0173323761556897,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47333631_47334499",0.0167570550721312,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47225198_47225927",0.0138759625809443,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47241417_47242252",0.012869846274277,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47388481_47389357",0.0126503414502933,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47173533_47174374",0.0120383541911294,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47175026_47175919",0.0114409529352672,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47178887_47179806",0.00906351990690756,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47194167_47194965",0.00903932227008845,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47189849_47190729",0.00863156317530573,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47211545_47212436",0.0078616984634929,"HC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47238991_47239917",0.00634346653943477,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47235042_47235992",0.0063182460735228,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47230574_47231470",0.00604488430972665,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47237234_47238090",0.00549432983222543,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47207850_47208709",0.00506313391883416,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47416336_47417217",0.00484088675082503,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47289022_47289938",0.00162559225343405,"MC"
"TAL1","chr1",47232225,47232225,"chr1_47231907_47232721","chr1_47444436_47445350",0.001278021936763,"MC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58883186_58884139",0.131759093545771,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58546302_58547129",0.107438007525129,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58968168_58969068",0.0578490590929978,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58779520_58780446",0.0532897522207536,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58903348_58904271",0.0478722765050347,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_59019947_59020845",0.0365091796227893,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58699645_58700520",0.0340412036621114,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58652305_58653189",0.0283994479637053,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58785039_58785632",0.0266424201719055,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_59007689_59008459",0.025557789096668,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58964604_58965471",0.0251920383387242,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58816026_58816898",0.0248492242053598,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58896333_58897201",0.0248286926566207,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58895156_58895998",0.0231645303410217,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58898705_58899579",0.0231502815382339,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58773195_58773999",0.0226763290098088,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58739842_58740571",0.0190308528646476,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58941500_58942417",0.0172036128437104,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58755175_58755890",0.0164027443871732,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58618072_58618972",0.0162751627432419,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58814963_58815655",0.0150226450220008,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58922119_58922999",0.0133139403627558,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58576434_58577216",0.0132017373986309,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58857912_58858768",0.0129201909374269,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_59008642_59009263",0.0125243173917436,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58978995_58979836",0.011557487803093,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58881217_58882077",0.0112475309293953,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58884781_58885606",0.010105732678873,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_58717900_58718770",0.0100592987297576,"HC"
"JUN","chr1",58784048,58784048,"chr1_58783709_58784631","chr1_59013066_59013968",0.0100151342227996,"HC"
