,tf,target,key
592,Ctcf,Exd1,Ctcf_Exd1
593,Ctcf,Exoc3l4,Ctcf_Exoc3l4
594,Ctcf,Exosc6,Ctcf_Exosc6
595,Ctcf,Exosc8,Ctcf_Exosc8
596,Ctcf,Ext2,Ctcf_Ext2
597,Ctcf,F12,Ctcf_F12
598,Ctcf,F730043M19Rik,Ctcf_F730043M19Rik
599,Ctcf,Faap20,Ctcf_Faap20
600,Ctcf,Fabp12,Ctcf_Fabp12
602,Ctcf,Faf2,Ctcf_Faf2
603,Ctcf,Faim,Ctcf_Faim
604,Ctcf,Fam109a,Ctcf_Fam109a
605,Ctcf,Fam129a,Ctcf_Fam129a
606,Ctcf,Fam129c,Ctcf_Fam129c
607,Ctcf,Fam133b,Ctcf_Fam133b
608,Ctcf,Fam187b,Ctcf_Fam187b
609,Ctcf,Fam207a,Ctcf_Fam207a
610,Ctcf,Fam212a,Ctcf_Fam212a
611,Ctcf,Fam220a,Ctcf_Fam220a
612,Ctcf,Fam228b,Ctcf_Fam228b
613,Ctcf,Fam240a,Ctcf_Fam240a
614,Ctcf,Fam3c,Ctcf_Fam3c
615,Ctcf,Fam46a,Ctcf_Fam46a
616,Ctcf,Fam53b,Ctcf_Fam53b
617,Ctcf,Fam57b,Ctcf_Fam57b
618,Ctcf,Fam92b,Ctcf_Fam92b
619,Ctcf,Fbp2,Ctcf_Fbp2
620,Ctcf,Fbxl15,Ctcf_Fbxl15
621,Ctcf,Fbxo34,Ctcf_Fbxo34
622,Ctcf,Fbxo7,Ctcf_Fbxo7
623,Ctcf,Fcer1g,Ctcf_Fcer1g
624,Ctcf,Fchsd2,Ctcf_Fchsd2
625,Ctcf,Fcor,Ctcf_Fcor
626,Ctcf,Fem1a,Ctcf_Fem1a
627,Ctcf,Fen1,Ctcf_Fen1
628,Ctcf,Fes,Ctcf_Fes
629,Ctcf,Ffar1,Ctcf_Ffar1
630,Ctcf,Fgf17,Ctcf_Fgf17
631,Ctcf,Fgf20,Ctcf_Fgf20
632,Ctcf,Fgfbp1,Ctcf_Fgfbp1
633,Ctcf,Fibp,Ctcf_Fibp
634,Ctcf,Filip1,Ctcf_Filip1
635,Ctcf,Fis1,Ctcf_Fis1
636,Ctcf,Fitm2,Ctcf_Fitm2
637,Ctcf,Flnb,Ctcf_Flnb
638,Ctcf,Flot1,Ctcf_Flot1
639,Ctcf,Flt3l,Ctcf_Flt3l
640,Ctcf,Flywch1,Ctcf_Flywch1
641,Ctcf,Fmc1,Ctcf_Fmc1
642,Ctcf,Fmnl1,Ctcf_Fmnl1
643,Ctcf,Fmnl3,Ctcf_Fmnl3
644,Ctcf,Foxc1,Ctcf_Foxc1
645,Ctcf,Foxc2,Ctcf_Foxc2
646,Ctcf,Foxd2,Ctcf_Foxd2
647,Ctcf,Foxo1,Ctcf_Foxo1
648,Ctcf,Frs3,Ctcf_Frs3
649,Ctcf,Fstl3,Ctcf_Fstl3
650,Ctcf,Fth1,Ctcf_Fth1
651,Ctcf,Ftl1,Ctcf_Ftl1
652,Ctcf,Fuca1,Ctcf_Fuca1
653,Ctcf,G530011O06Rik,Ctcf_G530011O06Rik
654,Ctcf,G730013B05Rik,Ctcf_G730013B05Rik
655,Ctcf,Gaa,Ctcf_Gaa
656,Ctcf,Gadd45b,Ctcf_Gadd45b
657,Ctcf,Galr3,Ctcf_Galr3
658,Ctcf,Gatd1,Ctcf_Gatd1
659,Ctcf,Gatsl3,Ctcf_Gatsl3
660,Ctcf,Gbp3,Ctcf_Gbp3
661,Ctcf,Gbx1,Ctcf_Gbx1
662,Ctcf,Gcc1,Ctcf_Gcc1
663,Ctcf,Gdf15,Ctcf_Gdf15
665,Ctcf,Gfm1,Ctcf_Gfm1
666,Ctcf,Ggcx,Ctcf_Ggcx
667,Ctcf,Ghrh,Ctcf_Ghrh
668,Ctcf,Gimap3,Ctcf_Gimap3
669,Ctcf,Gins4,Ctcf_Gins4
670,Ctcf,Gipc3,Ctcf_Gipc3
671,Ctcf,Gli1,Ctcf_Gli1
672,Ctcf,Glipr2,Ctcf_Glipr2
673,Ctcf,Gm10012,Ctcf_Gm10012
675,Ctcf,Gm10684,Ctcf_Gm10684
676,Ctcf,Gm10768,Ctcf_Gm10768
677,Ctcf,Gm10825,Ctcf_Gm10825
678,Ctcf,Gm11201,Ctcf_Gm11201
679,Ctcf,Gm11627,Ctcf_Gm11627
680,Ctcf,Gm11837,Ctcf_Gm11837
681,Ctcf,Gm12992,Ctcf_Gm12992
682,Ctcf,Gm13003,Ctcf_Gm13003
683,Ctcf,Gm13031,Ctcf_Gm13031
684,Ctcf,Gm13056,Ctcf_Gm13056
685,Ctcf,Gm13112,Ctcf_Gm13112
686,Ctcf,Gm13272,Ctcf_Gm13272
687,Ctcf,Gm13275,Ctcf_Gm13275
688,Ctcf,Gm13276,Ctcf_Gm13276
689,Ctcf,Gm13283,Ctcf_Gm13283
690,Ctcf,Gm13285,Ctcf_Gm13285
691,Ctcf,Gm13286,Ctcf_Gm13286
692,Ctcf,Gm13287,Ctcf_Gm13287
694,Ctcf,Gm13547,Ctcf_Gm13547
695,Ctcf,Gm15408,Ctcf_Gm15408
696,Ctcf,Gm15511,Ctcf_Gm15511
697,Ctcf,Gm15517,Ctcf_Gm15517
698,Ctcf,Gm15663,Ctcf_Gm15663
699,Ctcf,Gm16104,Ctcf_Gm16104
700,Ctcf,Gm16130,Ctcf_Gm16130
701,Ctcf,Gm16740,Ctcf_Gm16740
702,Ctcf,Gm16897,Ctcf_Gm16897
703,Ctcf,Gm17455,Ctcf_Gm17455
704,Ctcf,Gm17660,Ctcf_Gm17660
705,Ctcf,Gm17762,Ctcf_Gm17762
706,Ctcf,Gm19277,Ctcf_Gm19277
707,Ctcf,Gm19345,Ctcf_Gm19345
708,Ctcf,Gm20110,Ctcf_Gm20110
709,Ctcf,Gm20219,Ctcf_Gm20219
710,Ctcf,Gm2109,Ctcf_Gm2109
711,Ctcf,Gm26682,Ctcf_Gm26682
712,Ctcf,Gm29679,Ctcf_Gm29679
713,Ctcf,Gm29688,Ctcf_Gm29688
714,Ctcf,Gm30108,Ctcf_Gm30108
715,Ctcf,Gm3137,Ctcf_Gm3137
716,Ctcf,Gm33104,Ctcf_Gm33104
717,Ctcf,Gm3336,Ctcf_Gm3336
718,Ctcf,Gm36246,Ctcf_Gm36246
719,Ctcf,Gm36738,Ctcf_Gm36738
720,Ctcf,Gm38415,Ctcf_Gm38415
721,Ctcf,Gm38436,Ctcf_Gm38436
723,Ctcf,Gm4559,Ctcf_Gm4559
724,Ctcf,Gm4598,Ctcf_Gm4598
725,Ctcf,Gm5468,Ctcf_Gm5468
726,Ctcf,Gm5820,Ctcf_Gm5820
727,Ctcf,Gm5893,Ctcf_Gm5893
728,Ctcf,Gm6116,Ctcf_Gm6116
729,Ctcf,Gm6525,Ctcf_Gm6525
730,Ctcf,Gm6607,Ctcf_Gm6607
731,Ctcf,Gm8439,Ctcf_Gm8439
732,Ctcf,Gm9895,Ctcf_Gm9895
733,Ctcf,Gna15,Ctcf_Gna15
734,Ctcf,Gnai2,Ctcf_Gnai2
735,Ctcf,Gnai3,Ctcf_Gnai3
736,Ctcf,Gnb1,Ctcf_Gnb1
737,Ctcf,Gne,Ctcf_Gne
738,Ctcf,Gng5-ps,Ctcf_Gng5-ps
739,Ctcf,Gng7,Ctcf_Gng7
740,Ctcf,Gng8,Ctcf_Gng8
741,Ctcf,Gnpda1,Ctcf_Gnpda1
742,Ctcf,Gnptab,Ctcf_Gnptab
744,Ctcf,Gorasp2,Ctcf_Gorasp2
745,Ctcf,Gosr1,Ctcf_Gosr1
746,Ctcf,Got2,Ctcf_Got2
747,Ctcf,Gp1bb,Ctcf_Gp1bb
748,Ctcf,Gpn3,Ctcf_Gpn3
749,Ctcf,Gpr135,Ctcf_Gpr135
750,Ctcf,Gpr3,Ctcf_Gpr3
751,Ctcf,Gpr61,Ctcf_Gpr61
752,Ctcf,Gprc5b,Ctcf_Gprc5b
753,Ctcf,Gpsm1,Ctcf_Gpsm1
754,Ctcf,Grhpr,Ctcf_Grhpr
755,Ctcf,Grk4,Ctcf_Grk4
756,Ctcf,Grk5,Ctcf_Grk5
757,Ctcf,Gsdma,Ctcf_Gsdma
758,Ctcf,Gse1,Ctcf_Gse1
759,Ctcf,Gsn,Ctcf_Gsn
760,Ctcf,Gtf2h2,Ctcf_Gtf2h2
761,Ctcf,Gtf3c5,Ctcf_Gtf3c5
762,Ctcf,Gtpbp3,Ctcf_Gtpbp3
763,Ctcf,Gtse1,Ctcf_Gtse1
764,Ctcf,Gys1,Ctcf_Gys1
765,Ctcf,H13,Ctcf_H13
766,Ctcf,H2-DMa,Ctcf_H2-DMa
767,Ctcf,H2-Eb1,Ctcf_H2-Eb1
768,Ctcf,H2-K1,Ctcf_H2-K1
769,Ctcf,H2-Ob,Ctcf_H2-Ob
770,Ctcf,H2-Q10,Ctcf_H2-Q10
771,Ctcf,H2-Q5,Ctcf_H2-Q5
772,Ctcf,H2-Q7,Ctcf_H2-Q7
773,Ctcf,H2-Q8,Ctcf_H2-Q8
775,Ctcf,H2afz,Ctcf_H2afz
776,Ctcf,Haspin,Ctcf_Haspin
777,Ctcf,Hbq1a,Ctcf_Hbq1a
778,Ctcf,Hbq1b,Ctcf_Hbq1b
779,Ctcf,Hdhd5,Ctcf_Hdhd5
780,Ctcf,Hectd4,Ctcf_Hectd4
781,Ctcf,Hemk1,Ctcf_Hemk1
783,Ctcf,Hey1,Ctcf_Hey1
784,Ctcf,Hif1an,Ctcf_Hif1an
785,Ctcf,Hif3a,Ctcf_Hif3a
786,Ctcf,Hipk4,Ctcf_Hipk4
787,Ctcf,Hist1h2ah,Ctcf_Hist1h2ah
789,Ctcf,Hjurp,Ctcf_Hjurp
790,Ctcf,Hlcs,Ctcf_Hlcs
791,Ctcf,Hmgcs2,Ctcf_Hmgcs2
792,Ctcf,Hnf1a,Ctcf_Hnf1a
793,Ctcf,Hnrnpdl,Ctcf_Hnrnpdl
794,Ctcf,Hook2,Ctcf_Hook2
795,Ctcf,Hoxa7,Ctcf_Hoxa7
796,Ctcf,Hoxc8,Ctcf_Hoxc8
797,Ctcf,Hoxd8,Ctcf_Hoxd8
798,Ctcf,Hs1bp3,Ctcf_Hs1bp3
799,Ctcf,Hs3st6,Ctcf_Hs3st6
800,Ctcf,Hs6st1,Ctcf_Hs6st1
801,Ctcf,Hsd17b14,Ctcf_Hsd17b14
802,Ctcf,Hsd3b7,Ctcf_Hsd3b7
803,Ctcf,Hsp90aa1,Ctcf_Hsp90aa1
804,Ctcf,Iah1,Ctcf_Iah1
805,Ctcf,Icam2,Ctcf_Icam2
806,Ctcf,Ick,Ctcf_Ick
807,Ctcf,Id2,Ctcf_Id2
808,Ctcf,Ifi30,Ctcf_Ifi30
809,Ctcf,Ifna15,Ctcf_Ifna15
810,Ctcf,Ifnab,Ctcf_Ifnab
811,Ctcf,Ifnl3,Ctcf_Ifnl3
812,Ctcf,Ifnz,Ctcf_Ifnz
813,Ctcf,Ift27,Ctcf_Ift27
814,Ctcf,Igdcc3,Ctcf_Igdcc3
815,Ctcf,Igf1r,Ctcf_Igf1r
816,Ctcf,Igsf11,Ctcf_Igsf11
817,Ctcf,Igsf23,Ctcf_Igsf23
818,Ctcf,Igsf9,Ctcf_Igsf9
819,Ctcf,Ing4,Ctcf_Ing4
820,Ctcf,Ing5,Ctcf_Ing5
821,Ctcf,Inip,Ctcf_Inip
822,Ctcf,Inpp5e,Ctcf_Inpp5e
823,Ctcf,Inpp5f,Ctcf_Inpp5f
824,Ctcf,Ints1,Ctcf_Ints1
825,Ctcf,Ints14,Ctcf_Ints14
826,Ctcf,Ints7,Ctcf_Ints7
827,Ctcf,Ipo4,Ctcf_Ipo4
828,Ctcf,Iqgap2,Ctcf_Iqgap2
829,Ctcf,Irak2,Ctcf_Irak2
830,Ctcf,Irak3,Ctcf_Irak3
831,Ctcf,Irf2bp1,Ctcf_Irf2bp1
832,Ctcf,Irf5,Ctcf_Irf5
833,Ctcf,Irf9,Ctcf_Irf9
834,Ctcf,Irgc1,Ctcf_Irgc1
835,Ctcf,Iscu,Ctcf_Iscu
836,Ctcf,Islr2,Ctcf_Islr2
837,Ctcf,Itga4,Ctcf_Itga4
838,Ctcf,Itga8,Ctcf_Itga8
839,Ctcf,Itga9,Ctcf_Itga9
841,Ctcf,Itpk1,Ctcf_Itpk1
843,Ctcf,Jund,Ctcf_Jund
844,Ctcf,Katnbl1,Ctcf_Katnbl1
846,Ctcf,Kcna7,Ctcf_Kcna7
847,Ctcf,Kcnc1,Ctcf_Kcnc1
848,Ctcf,Kcng1,Ctcf_Kcng1
849,Ctcf,Kcnk13,Ctcf_Kcnk13
850,Ctcf,Kcnk9,Ctcf_Kcnk9
851,Ctcf,Kcnn4,Ctcf_Kcnn4
852,Ctcf,Kctd17,Ctcf_Kctd17
853,Ctcf,Kctd18,Ctcf_Kctd18
854,Ctcf,Kdelr1,Ctcf_Kdelr1
855,Ctcf,Kdf1,Ctcf_Kdf1
856,Ctcf,Kdm1a,Ctcf_Kdm1a
857,Ctcf,Kdm3b,Ctcf_Kdm3b
858,Ctcf,Keap1,Ctcf_Keap1
859,Ctcf,Khk,Ctcf_Khk
860,Ctcf,Kif1b,Ctcf_Kif1b
861,Ctcf,Kif23,Ctcf_Kif23
862,Ctcf,Kif26a,Ctcf_Kif26a
863,Ctcf,Kifc1,Ctcf_Kifc1
864,Ctcf,Kifc2,Ctcf_Kifc2
865,Ctcf,Kifc5b,Ctcf_Kifc5b
866,Ctcf,Klc3,Ctcf_Klc3
867,Ctcf,Klf1,Ctcf_Klf1
868,Ctcf,Klf16,Ctcf_Klf16
869,Ctcf,Klhdc8b,Ctcf_Klhdc8b
870,Ctcf,Krt28,Ctcf_Krt28
872,Ctcf,LOC547349,Ctcf_LOC547349
873,Ctcf,Lad1,Ctcf_Lad1
874,Ctcf,Lag3,Ctcf_Lag3
875,Ctcf,Lat2,Ctcf_Lat2
876,Ctcf,Lbx1,Ctcf_Lbx1
877,Ctcf,Ldhd,Ctcf_Ldhd
878,Ctcf,Letmd1,Ctcf_Letmd1
879,Ctcf,Lgals2,Ctcf_Lgals2
880,Ctcf,Lgi4,Ctcf_Lgi4
881,Ctcf,Lhx5,Ctcf_Lhx5
882,Ctcf,Lif,Ctcf_Lif
883,Ctcf,Lim2,Ctcf_Lim2
884,Ctcf,Limk2,Ctcf_Limk2
885,Ctcf,Lingo1,Ctcf_Lingo1
886,Ctcf,Lman1l,Ctcf_Lman1l
887,Ctcf,Lmbrd1,Ctcf_Lmbrd1
888,Ctcf,Lmtk2,Ctcf_Lmtk2
889,Ctcf,Lpcat4,Ctcf_Lpcat4
890,Ctcf,Lrfn1,Ctcf_Lrfn1
891,Ctcf,Lrrc24,Ctcf_Lrrc24
892,Ctcf,Lrrc59,Ctcf_Lrrc59
893,Ctcf,Lrrc71,Ctcf_Lrrc71
894,Ctcf,Lrrc74b,Ctcf_Lrrc74b
895,Ctcf,Lsm11,Ctcf_Lsm11
896,Ctcf,Lsm4,Ctcf_Lsm4
897,Ctcf,Ltbp2,Ctcf_Ltbp2
898,Ctcf,Ltbp4,Ctcf_Ltbp4
900,Ctcf,Ly6d,Ctcf_Ly6d
901,Ctcf,Lyl1,Ctcf_Lyl1
902,Ctcf,Lyrm9,Ctcf_Lyrm9
903,Ctcf,Macrod1,Ctcf_Macrod1
904,Ctcf,Madcam1,Ctcf_Madcam1
905,Ctcf,Mafa,Ctcf_Mafa
906,Ctcf,Man1c1,Ctcf_Man1c1
907,Ctcf,Man2b2,Ctcf_Man2b2
908,Ctcf,Man2c1os,Ctcf_Man2c1os
909,Ctcf,Map1lc3b,Ctcf_Map1lc3b
910,Ctcf,Map3k14,Ctcf_Map3k14
911,Ctcf,Map3k9,Ctcf_Map3k9
912,Ctcf,Map4k5,Ctcf_Map4k5
913,Ctcf,Mapk13,Ctcf_Mapk13
914,Ctcf,Mapk14,Ctcf_Mapk14
915,Ctcf,Mapk1ip1l,Ctcf_Mapk1ip1l
917,Ctcf,Mapk9,Ctcf_Mapk9
918,Ctcf,Mapkapk3,Ctcf_Mapkapk3
919,Ctcf,Mapt,Ctcf_Mapt
920,Ctcf,March9,Ctcf_March9
921,Ctcf,Marcks,Ctcf_Marcks
922,Ctcf,Marcksl1,Ctcf_Marcksl1
923,Ctcf,Mascrna,Ctcf_Mascrna
924,Ctcf,Masp2,Ctcf_Masp2
925,Ctcf,Mast1,Ctcf_Mast1
926,Ctcf,Matk,Ctcf_Matk
927,Ctcf,Matn4,Ctcf_Matn4
928,Ctcf,Mbp,Ctcf_Mbp
929,Ctcf,Mcm5,Ctcf_Mcm5
930,Ctcf,Mcts2,Ctcf_Mcts2
931,Ctcf,Mcur1,Ctcf_Mcur1
932,Ctcf,Mdga1,Ctcf_Mdga1
933,Ctcf,Meaf6,Ctcf_Meaf6
934,Ctcf,Med13,Ctcf_Med13
935,Ctcf,Med23,Ctcf_Med23
936,Ctcf,Med29,Ctcf_Med29
937,Ctcf,Med4,Ctcf_Med4
938,Ctcf,Megf10,Ctcf_Megf10
939,Ctcf,Megf11,Ctcf_Megf11
940,Ctcf,Mettl21a,Ctcf_Mettl21a
941,Ctcf,Mex3a,Ctcf_Mex3a
942,Ctcf,Mex3b,Ctcf_Mex3b
943,Ctcf,Mfge8,Ctcf_Mfge8
944,Ctcf,Mfsd3,Ctcf_Mfsd3
945,Ctcf,Mgat5b,Ctcf_Mgat5b
946,Ctcf,Mical3,Ctcf_Mical3
947,Ctcf,Mief1,Ctcf_Mief1
948,Ctcf,Mipep,Ctcf_Mipep
949,Ctcf,Mir1199,Ctcf_Mir1199
950,Ctcf,Mir129-1,Ctcf_Mir129-1
951,Ctcf,Mir141,Ctcf_Mir141
952,Ctcf,Mir1668,Ctcf_Mir1668
953,Ctcf,Mir17,Ctcf_Mir17
954,Ctcf,Mir181c,Ctcf_Mir181c
955,Ctcf,Mir1893,Ctcf_Mir1893
956,Ctcf,Mir192,Ctcf_Mir192
957,Ctcf,Mir194-2,Ctcf_Mir194-2
958,Ctcf,Mir1966,Ctcf_Mir1966
959,Ctcf,Mir1981,Ctcf_Mir1981
960,Ctcf,Mir26a-2,Ctcf_Mir26a-2
961,Ctcf,Mir3069,Ctcf_Mir3069
962,Ctcf,Mir3073b,Ctcf_Mir3073b
963,Ctcf,Mir3074-2,Ctcf_Mir3074-2
964,Ctcf,Mir3086,Ctcf_Mir3086
965,Ctcf,Mir339,Ctcf_Mir339
966,Ctcf,Mir3474,Ctcf_Mir3474
967,Ctcf,Mir3960,Ctcf_Mir3960
968,Ctcf,Mir499,Ctcf_Mir499
969,Ctcf,Mir5112,Ctcf_Mir5112
970,Ctcf,Mir5625,Ctcf_Mir5625
971,Ctcf,Mir6376,Ctcf_Mir6376
973,Ctcf,Mir6417,Ctcf_Mir6417
974,Ctcf,Mir6537,Ctcf_Mir6537
975,Ctcf,Mir674,Ctcf_Mir674
976,Ctcf,Mir681,Ctcf_Mir681
977,Ctcf,Mir684-1,Ctcf_Mir684-1
978,Ctcf,Mir6903,Ctcf_Mir6903
979,Ctcf,Mir6921,Ctcf_Mir6921
980,Ctcf,Mir6931,Ctcf_Mir6931
981,Ctcf,Mir6939,Ctcf_Mir6939
982,Ctcf,Mir6944,Ctcf_Mir6944
983,Ctcf,Mir6962,Ctcf_Mir6962
984,Ctcf,Mir6973a,Ctcf_Mir6973a
985,Ctcf,Mir6977,Ctcf_Mir6977
986,Ctcf,Mir6980,Ctcf_Mir6980
987,Ctcf,Mir6985,Ctcf_Mir6985
988,Ctcf,Mir6999,Ctcf_Mir6999
989,Ctcf,Mir7-2,Ctcf_Mir7-2
990,Ctcf,Mir700,Ctcf_Mir700
991,Ctcf,Mir7019,Ctcf_Mir7019
992,Ctcf,Mir7020,Ctcf_Mir7020
993,Ctcf,Mir7032,Ctcf_Mir7032
994,Ctcf,Mir7035,Ctcf_Mir7035
995,Ctcf,Mir7046,Ctcf_Mir7046
996,Ctcf,Mir7066,Ctcf_Mir7066
997,Ctcf,Mir7083,Ctcf_Mir7083
998,Ctcf,Mir7235,Ctcf_Mir7235
999,Ctcf,Mir7651,Ctcf_Mir7651
1000,Ctcf,Mir7676-2,Ctcf_Mir7676-2
1001,Ctcf,Mir8093,Ctcf_Mir8093
1002,Ctcf,Mir8107,Ctcf_Mir8107
1003,Ctcf,Mir9-3hg,Ctcf_Mir9-3hg
1004,Ctcf,Mirlet7b,Ctcf_Mirlet7b
1005,Ctcf,Misp,Ctcf_Misp
1006,Ctcf,Mknk2,Ctcf_Mknk2
1007,Ctcf,Mlf2,Ctcf_Mlf2
1008,Ctcf,Mlkl,Ctcf_Mlkl
1009,Ctcf,Mlst8,Ctcf_Mlst8
1010,Ctcf,Mmgt2,Ctcf_Mmgt2
1011,Ctcf,Mmp17,Ctcf_Mmp17
1012,Ctcf,Mmp2,Ctcf_Mmp2
1013,Ctcf,Mmp9,Ctcf_Mmp9
1014,Ctcf,Mnd1,Ctcf_Mnd1
1015,Ctcf,Mob3b,Ctcf_Mob3b
1016,Ctcf,Morn1,Ctcf_Morn1
1017,Ctcf,Mpnd,Ctcf_Mpnd
1018,Ctcf,Mrgbp,Ctcf_Mrgbp
1019,Ctcf,Mrm1,Ctcf_Mrm1
1020,Ctcf,Mrm3,Ctcf_Mrm3
1021,Ctcf,Mro,Ctcf_Mro
1022,Ctcf,Mroh6,Ctcf_Mroh6
1023,Ctcf,Mrpl17,Ctcf_Mrpl17
1024,Ctcf,Mrpl23,Ctcf_Mrpl23
1025,Ctcf,Mrpl28,Ctcf_Mrpl28
1026,Ctcf,Mrpl39,Ctcf_Mrpl39
1027,Ctcf,Mrps14,Ctcf_Mrps14
1028,Ctcf,Mrps16,Ctcf_Mrps16
1029,Ctcf,Mrps23,Ctcf_Mrps23
1030,Ctcf,Mrps27,Ctcf_Mrps27
1031,Ctcf,Mrps33,Ctcf_Mrps33
1032,Ctcf,Mslnl,Ctcf_Mslnl
1033,Ctcf,Mst1r,Ctcf_Mst1r
1034,Ctcf,Mtap,Ctcf_Mtap
1035,Ctcf,Mterf1a,Ctcf_Mterf1a
1036,Ctcf,Mterf1b,Ctcf_Mterf1b
1037,Ctcf,Mtfr1l,Ctcf_Mtfr1l
1038,Ctcf,Mthfsd,Ctcf_Mthfsd
1039,Ctcf,Mtmr6,Ctcf_Mtmr6
1040,Ctcf,Muc1,Ctcf_Muc1
1041,Ctcf,Mus81,Ctcf_Mus81
1042,Ctcf,Mxd3,Ctcf_Mxd3
1043,Ctcf,Mybl2,Ctcf_Mybl2
1044,Ctcf,Mycl,Ctcf_Mycl
1045,Ctcf,Mylk2,Ctcf_Mylk2
1046,Ctcf,Myo18a,Ctcf_Myo18a
1047,Ctcf,Myrf,Ctcf_Myrf
1048,Ctcf,Naa40,Ctcf_Naa40
1049,Ctcf,Nabp2,Ctcf_Nabp2
1050,Ctcf,Nae1,Ctcf_Nae1
1051,Ctcf,Naglu,Ctcf_Naglu
1052,Ctcf,Napg,Ctcf_Napg
1053,Ctcf,Narfl,Ctcf_Narfl
1054,Ctcf,Nat8f4,Ctcf_Nat8f4
1055,Ctcf,Nat9,Ctcf_Nat9
1056,Ctcf,Nbn,Ctcf_Nbn
1057,Ctcf,Nceh1,Ctcf_Nceh1
1058,Ctcf,Ncf4,Ctcf_Ncf4
1059,Ctcf,Nckipsd,Ctcf_Nckipsd
1060,Ctcf,Ncmap,Ctcf_Ncmap
1061,Ctcf,Ndrg2,Ctcf_Ndrg2
1062,Ctcf,Ndufa4l2,Ctcf_Ndufa4l2
1063,Ctcf,Ndufa6,Ctcf_Ndufa6
1064,Ctcf,Ndufaf3,Ctcf_Ndufaf3
1065,Ctcf,Ndufaf4,Ctcf_Ndufaf4
1066,Ctcf,Ndufb10,Ctcf_Ndufb10
1067,Ctcf,Ndufb7,Ctcf_Ndufb7
1068,Ctcf,Ndufc1,Ctcf_Ndufc1
1069,Ctcf,Ndufs2,Ctcf_Ndufs2
1070,Ctcf,Neat1,Ctcf_Neat1
1071,Ctcf,Necap1,Ctcf_Necap1
1072,Ctcf,Necap2,Ctcf_Necap2
1073,Ctcf,Nectin1,Ctcf_Nectin1
1074,Ctcf,Nedd4l,Ctcf_Nedd4l
1075,Ctcf,Neil2,Ctcf_Neil2
1076,Ctcf,Nek2,Ctcf_Nek2
1077,Ctcf,Nemp2,Ctcf_Nemp2
1078,Ctcf,Nenf,Ctcf_Nenf
1079,Ctcf,Neurog2,Ctcf_Neurog2
1080,Ctcf,Nfam1,Ctcf_Nfam1
1081,Ctcf,Nfe2,Ctcf_Nfe2
1082,Ctcf,Nfkb2,Ctcf_Nfkb2
1083,Ctcf,Nfkbia,Ctcf_Nfkbia
1084,Ctcf,Nhej1,Ctcf_Nhej1
1086,Ctcf,Nipsnap2,Ctcf_Nipsnap2
1087,Ctcf,Nkiras2,Ctcf_Nkiras2
1088,Ctcf,Nkx1-1,Ctcf_Nkx1-1
1089,Ctcf,Nkx3-2,Ctcf_Nkx3-2
1090,Ctcf,Nle1,Ctcf_Nle1
1091,Ctcf,Nob1,Ctcf_Nob1
1092,Ctcf,Noc3l,Ctcf_Noc3l
1093,Ctcf,Nog,Ctcf_Nog
1094,Ctcf,Nol11,Ctcf_Nol11
1095,Ctcf,Nol7,Ctcf_Nol7
1096,Ctcf,Nol9,Ctcf_Nol9
1097,Ctcf,Nomo1,Ctcf_Nomo1
1098,Ctcf,Nop53,Ctcf_Nop53
1099,Ctcf,Nos3,Ctcf_Nos3
1102,Ctcf,Npc1,Ctcf_Npc1
1103,Ctcf,Npff,Ctcf_Npff
1104,Ctcf,Nr1h3,Ctcf_Nr1h3
1105,Ctcf,Nr6a1,Ctcf_Nr6a1
1106,Ctcf,Nrxn2,Ctcf_Nrxn2
1107,Ctcf,Nsfl1c,Ctcf_Nsfl1c
1108,Ctcf,Nsmce4a,Ctcf_Nsmce4a
1109,Ctcf,Nt5c3,Ctcf_Nt5c3
1110,Ctcf,Ntn5,Ctcf_Ntn5
1111,Ctcf,Nudt1,Ctcf_Nudt1
1112,Ctcf,Nudt15,Ctcf_Nudt15
1113,Ctcf,Nudt17,Ctcf_Nudt17
1114,Ctcf,Nus1,Ctcf_Nus1
1115,Ctcf,Nxnl1,Ctcf_Nxnl1
1116,Ctcf,Nxpe4,Ctcf_Nxpe4
1117,Ctcf,Nxpe5,Ctcf_Nxpe5
1118,Ctcf,Nxph3,Ctcf_Nxph3
1119,Ctcf,Nxph4,Ctcf_Nxph4
1121,Ctcf,Ocel1,Ctcf_Ocel1
1122,Ctcf,Ocm,Ctcf_Ocm
1123,Ctcf,Odc1,Ctcf_Odc1
1124,Ctcf,Olfm2,Ctcf_Olfm2
1125,Ctcf,Olfr649,Ctcf_Olfr649
1126,Ctcf,Olfr750,Ctcf_Olfr750
1127,Ctcf,Olfr94,Ctcf_Olfr94
1128,Ctcf,Oma1,Ctcf_Oma1
1129,Ctcf,Opalin,Ctcf_Opalin
1130,Ctcf,Orai3,Ctcf_Orai3
1131,Ctcf,Oraov1,Ctcf_Oraov1
1132,Ctcf,Orm2,Ctcf_Orm2
1133,Ctcf,Osbpl5,Ctcf_Osbpl5
1134,Ctcf,Osr2,Ctcf_Osr2
1135,Ctcf,Otop2,Ctcf_Otop2
1136,Ctcf,Otud3,Ctcf_Otud3
1137,Ctcf,Ovca2,Ctcf_Ovca2
1138,Ctcf,P2rx1,Ctcf_P2rx1
1139,Ctcf,P3h3,Ctcf_P3h3
1140,Ctcf,Pabpc4,Ctcf_Pabpc4
1141,Ctcf,Pacsin1,Ctcf_Pacsin1
1142,Ctcf,Padi2,Ctcf_Padi2
