source_real_symbol,target_real_symbol,peak,importance,function_type
CEBPA,ZFPM1,chr16_88601768_88602641,0.0026313464263725,MC
GATA2,ZFPM1,chr16_88549858_88550727,0.0016031334648655,MC
SPI1,ZFPM1,chr16_88384377_88385017,0.0015113453256061,MC
CEBPA,ZFPM1,chr16_88600353_88600961,0.0010515936590928,MC
SPI1,ZFPM1,chr16_88596143_88596941,0.0003762701656642,LC
CEBPA,ZFPM1,chr16_88596143_88596941,0.0003762701656642,LC
JUN,ZFPM1,chr16_88596143_88596941,0.0003762701656642,LC
GATA2,TAL1,chr1_47231907_47232721,0.694940176380371,HC
SPI1,TAL1,chr1_47231907_47232721,0.694940176380371,HC
GATA2,TAL1,chr1_47231907_47232721,0.0266946948075742,HC
SPI1,TAL1,chr1_47231907_47232721,0.0266946948075742,HC
SPI1,TAL1,chr1_47192595_47193507,0.0266946948075742,HC
GATA2,TAL1,chr1_47231907_47232721,0.0247802985924854,HC
SPI1,TAL1,chr1_47231907_47232721,0.0247802985924854,HC
GATA2,TAL1,chr1_47262649_47263514,0.0247802985924854,HC
GATA2,TAL1,chr1_47231907_47232721,0.0235151478032809,HC
SPI1,TAL1,chr1_47231907_47232721,0.0235151478032809,HC
SPI1,TAL1,chr1_47313847_47314760,0.0235151478032809,HC
FLI1,TAL1,chr1_47313847_47314760,0.0235151478032809,HC
GATA2,TAL1,chr1_47231907_47232721,0.0225984517545101,HC
SPI1,TAL1,chr1_47231907_47232721,0.0225984517545101,HC
GATA2,TAL1,chr1_47231907_47232721,0.0212444584468858,HC
SPI1,TAL1,chr1_47231907_47232721,0.0212444584468858,HC
GATA2,TAL1,chr1_47231907_47232721,0.0176572181246003,HC
SPI1,TAL1,chr1_47231907_47232721,0.0176572181246003,HC
GATA2,TAL1,chr1_47231907_47232721,0.0173323761556897,HC
SPI1,TAL1,chr1_47231907_47232721,0.0173323761556897,HC
CEBPA,TAL1,chr1_47436154_47436855,0.0173323761556897,HC
GATA2,TAL1,chr1_47231907_47232721,0.0167570550721312,HC
SPI1,TAL1,chr1_47231907_47232721,0.0167570550721312,HC
GATA2,TAL1,chr1_47231907_47232721,0.0138759625809443,HC
SPI1,TAL1,chr1_47231907_47232721,0.0138759625809443,HC
GATA2,TAL1,chr1_47231907_47232721,0.012869846274277,HC
SPI1,TAL1,chr1_47231907_47232721,0.012869846274277,HC
SPI1,TAL1,chr1_47241417_47242252,0.012869846274277,HC
GATA2,TAL1,chr1_47231907_47232721,0.0126503414502933,HC
SPI1,TAL1,chr1_47231907_47232721,0.0126503414502933,HC
GATA2,TAL1,chr1_47231907_47232721,0.0120383541911294,HC
SPI1,TAL1,chr1_47231907_47232721,0.0120383541911294,HC
GATA2,TAL1,chr1_47231907_47232721,0.0114409529352672,HC
SPI1,TAL1,chr1_47231907_47232721,0.0114409529352672,HC
JUN,TAL1,chr1_47175026_47175919,0.0114409529352672,HC
GATA2,TAL1,chr1_47231907_47232721,0.0090635199069075,HC
SPI1,TAL1,chr1_47231907_47232721,0.0090635199069075,HC
GATA2,TAL1,chr1_47231907_47232721,0.0090393222700884,HC
SPI1,TAL1,chr1_47231907_47232721,0.0090393222700884,HC
GATA2,TAL1,chr1_47231907_47232721,0.0086315631753057,HC
SPI1,TAL1,chr1_47231907_47232721,0.0086315631753057,HC
GATA2,TAL1,chr1_47231907_47232721,0.0078616984634929,HC
SPI1,TAL1,chr1_47231907_47232721,0.0078616984634929,HC
SPI1,TAL1,chr1_47211545_47212436,0.0078616984634929,HC
GATA2,TAL1,chr1_47231907_47232721,0.0063434665394347,MC
SPI1,TAL1,chr1_47231907_47232721,0.0063434665394347,MC
SPI1,TAL1,chr1_47238991_47239917,0.0063434665394347,MC
GATA2,TAL1,chr1_47231907_47232721,0.0063182460735228,MC
SPI1,TAL1,chr1_47231907_47232721,0.0063182460735228,MC
SPI1,TAL1,chr1_47235042_47235992,0.0063182460735228,MC
GATA2,TAL1,chr1_47231907_47232721,0.0060448843097266,MC
SPI1,TAL1,chr1_47231907_47232721,0.0060448843097266,MC
GATA2,TAL1,chr1_47231907_47232721,0.0054943298322254,MC
SPI1,TAL1,chr1_47231907_47232721,0.0054943298322254,MC
CEBPA,TAL1,chr1_47237234_47238090,0.0054943298322254,MC
GATA2,TAL1,chr1_47231907_47232721,0.0050631339188341,MC
SPI1,TAL1,chr1_47231907_47232721,0.0050631339188341,MC
JUN,TAL1,chr1_47207850_47208709,0.0050631339188341,MC
GATA2,TAL1,chr1_47231907_47232721,0.004840886750825,MC
SPI1,TAL1,chr1_47231907_47232721,0.004840886750825,MC
GATA2,TAL1,chr1_47231907_47232721,0.001625592253434,MC
SPI1,TAL1,chr1_47231907_47232721,0.001625592253434,MC
CEBPA,TAL1,chr1_47289022_47289938,0.001625592253434,MC
JUN,TAL1,chr1_47289022_47289938,0.001625592253434,MC
GATA2,TAL1,chr1_47231907_47232721,0.001278021936763,MC
SPI1,TAL1,chr1_47231907_47232721,0.001278021936763,MC
JUN,JUN,chr1_58783709_58784631,0.131759093545771,HC
GATA2,JUN,chr1_58883186_58884139,0.131759093545771,HC
SPI1,JUN,chr1_58883186_58884139,0.131759093545771,HC
JUN,JUN,chr1_58783709_58784631,0.107438007525129,HC
JUN,JUN,chr1_58783709_58784631,0.0578490590929978,HC
GATA2,JUN,chr1_58968168_58969068,0.0578490590929978,HC
JUN,JUN,chr1_58783709_58784631,0.0532897522207536,HC
JUN,JUN,chr1_58783709_58784631,0.0478722765050347,HC
SPI1,JUN,chr1_58903348_58904271,0.0478722765050347,HC
JUN,JUN,chr1_58783709_58784631,0.0365091796227893,HC
JUN,JUN,chr1_58783709_58784631,0.0340412036621114,HC
JUN,JUN,chr1_58783709_58784631,0.0283994479637053,HC
JUN,JUN,chr1_58652305_58653189,0.0283994479637053,HC
JUN,JUN,chr1_58783709_58784631,0.0266424201719055,HC
JUN,JUN,chr1_58783709_58784631,0.025557789096668,HC
SPI1,JUN,chr1_59007689_59008459,0.025557789096668,HC
JUN,JUN,chr1_58783709_58784631,0.0251920383387242,HC
GATA2,JUN,chr1_58964604_58965471,0.0251920383387242,HC
CEBPA,JUN,chr1_58964604_58965471,0.0251920383387242,HC
JUN,JUN,chr1_58783709_58784631,0.0248492242053598,HC
SPI1,JUN,chr1_58816026_58816898,0.0248492242053598,HC
JUN,JUN,chr1_58783709_58784631,0.0248286926566207,HC
JUN,JUN,chr1_58783709_58784631,0.0231645303410217,HC
JUN,JUN,chr1_58895156_58895998,0.0231645303410217,HC
JUN,JUN,chr1_58783709_58784631,0.0231502815382339,HC
GATA2,JUN,chr1_58898705_58899579,0.0231502815382339,HC
SPI1,JUN,chr1_58898705_58899579,0.0231502815382339,HC
CEBPA,JUN,chr1_58898705_58899579,0.0231502815382339,HC
JUN,JUN,chr1_58783709_58784631,0.0226763290098088,HC
GATA2,JUN,chr1_58773195_58773999,0.0226763290098088,HC
JUN,JUN,chr1_58783709_58784631,0.0190308528646476,HC
GATA2,JUN,chr1_58739842_58740571,0.0190308528646476,HC
JUN,JUN,chr1_58783709_58784631,0.0172036128437104,HC
JUN,JUN,chr1_58783709_58784631,0.0164027443871732,HC
FLI1,JUN,chr1_58755175_58755890,0.0164027443871732,HC
JUN,JUN,chr1_58783709_58784631,0.0162751627432419,HC
JUN,JUN,chr1_58783709_58784631,0.0150226450220008,HC
JUN,JUN,chr1_58783709_58784631,0.0133139403627558,HC
JUN,JUN,chr1_58783709_58784631,0.0132017373986309,HC
JUN,JUN,chr1_58783709_58784631,0.0129201909374269,HC
JUN,JUN,chr1_58783709_58784631,0.0125243173917436,HC
JUN,JUN,chr1_58783709_58784631,0.011557487803093,HC
SPI1,JUN,chr1_58978995_58979836,0.011557487803093,HC
JUN,JUN,chr1_58783709_58784631,0.0112475309293953,HC
CEBPA,JUN,chr1_58881217_58882077,0.0112475309293953,HC
JUN,JUN,chr1_58783709_58784631,0.010105732678873,HC
GATA2,JUN,chr1_58884781_58885606,0.010105732678873,HC
JUN,JUN,chr1_58783709_58784631,0.0100592987297576,HC
CEBPA,JUN,chr1_58717900_58718770,0.0100592987297576,HC
JUN,JUN,chr1_58783709_58784631,0.0100151342227996,HC
JUN,JUN,chr1_58783709_58784631,0.0096739931066926,HC
GATA2,JUN,chr1_58932620_58933485,0.0096739931066926,HC
JUN,JUN,chr1_58783709_58784631,0.0095700886230286,HC
SPI1,JUN,chr1_58738614_58739430,0.0095700886230286,HC
JUN,JUN,chr1_58738614_58739430,0.0095700886230286,HC
JUN,JUN,chr1_58783709_58784631,0.0083765231132195,HC
GATA2,JUN,chr1_58854294_58855223,0.0083765231132195,HC
SPI1,JUN,chr1_58854294_58855223,0.0083765231132195,HC
JUN,JUN,chr1_58783709_58784631,0.0080232894065773,HC
JUN,JUN,chr1_58861342_58862192,0.0080232894065773,HC
JUN,JUN,chr1_58783709_58784631,0.0077982967415478,HC
GATA2,JUN,chr1_58621112_58621955,0.0077982967415478,HC
SPI1,JUN,chr1_58621112_58621955,0.0077982967415478,HC
CEBPA,JUN,chr1_58621112_58621955,0.0077982967415478,HC
JUN,JUN,chr1_58783709_58784631,0.0076227134895508,HC
SPI1,JUN,chr1_58919707_58920541,0.0076227134895508,HC
CEBPA,JUN,chr1_58919707_58920541,0.0076227134895508,HC
JUN,JUN,chr1_58783709_58784631,0.0067137692080949,HC
JUN,JUN,chr1_58783709_58784631,0.0065887022368636,MC
JUN,JUN,chr1_58783709_58784631,0.0058124385781031,MC
SPI1,JUN,chr1_58597720_58598595,0.0058124385781031,MC
JUN,JUN,chr1_58597720_58598595,0.0058124385781031,MC
JUN,JUN,chr1_58783709_58784631,0.0057040690820408,MC
JUN,JUN,chr1_58783709_58784631,0.0054457002374062,MC
JUN,JUN,chr1_58783709_58784631,0.0050260641548963,MC
GATA2,JUN,chr1_58859956_58860835,0.0050260641548963,MC
JUN,JUN,chr1_58783709_58784631,0.0049859420160928,MC
JUN,JUN,chr1_58783709_58784631,0.0049222305156113,MC
SPI1,JUN,chr1_58573579_58574431,0.0049222305156113,MC
JUN,JUN,chr1_58783709_58784631,0.0047699263026921,MC
JUN,JUN,chr1_58783709_58784631,0.004314487771974,MC
SPI1,JUN,chr1_58809425_58810262,0.004314487771974,MC
CEBPA,JUN,chr1_58809425_58810262,0.004314487771974,MC
JUN,JUN,chr1_58809425_58810262,0.004314487771974,MC
JUN,JUN,chr1_58783709_58784631,0.0040344287399748,MC
JUN,JUN,chr1_58783709_58784631,0.0036116839818949,MC
SPI1,JUN,chr1_58649560_58650388,0.0036116839818949,MC
FLI1,JUN,chr1_58649560_58650388,0.0036116839818949,MC
JUN,JUN,chr1_58783709_58784631,0.0027472663008896,MC
SPI1,JUN,chr1_58710524_58711425,0.0027472663008896,MC
CEBPA,JUN,chr1_58710524_58711425,0.0027472663008896,MC
JUN,JUN,chr1_58783709_58784631,0.0021586725809631,MC
JUN,JUN,chr1_58648475_58649225,0.0021586725809631,MC
